Date,Close,Open,High,Volume,Low
2021-04-13 09:30:00-04:00,411.95001220703125,411.5299987792969,412.1499938964844,11677340,411.1199951171875
2021-04-13 10:30:00-04:00,412.05999755859375,411.95001220703125,412.20001220703125,5872073,411.7200012207031
2021-04-13 11:30:00-04:00,411.9599914550781,412.0599060058594,412.2099914550781,3257155,411.739990234375
2021-04-13 12:30:00-04:00,411.9700012207031,411.9649963378906,412.1199951171875,6086220,411.5400085449219
2021-04-13 13:30:00-04:00,412.6980895996094,411.9750061035156,412.7200012207031,7161962,411.94000244140625
2021-04-13 14:30:00-04:00,413.3599853515625,412.69500732421875,413.52899169921875,7346562,412.6628112792969
2021-04-13 15:30:00-04:00,412.8299865722656,413.3500061035156,413.4200134277344,11371265,412.70001220703125
2021-04-14 09:30:00-04:00,413.30499267578125,412.8299865722656,413.8299865722656,9623315,412.54998779296875
2021-04-14 10:30:00-04:00,413.1509094238281,413.29998779296875,413.9599914550781,6449030,412.7300109863281
2021-04-14 11:30:00-04:00,413.1000061035156,413.1499938964844,413.45001220703125,4198762,412.889892578125
2021-04-14 12:30:00-04:00,413.2799987792969,413.0950012207031,413.57000732421875,2574898,413.05999755859375
2021-04-14 13:30:00-04:00,412.385009765625,413.2900085449219,413.2900085449219,10419484,411.19000244140625
2021-04-14 14:30:00-04:00,411.94500732421875,412.3800048828125,412.4700012207031,8862077,410.8800048828125
2021-04-14 15:30:00-04:00,411.4800109863281,411.95001220703125,412.1199951171875,12980188,410.8699951171875
2021-04-15 09:30:00-04:00,414.55999755859375,413.9700012207031,414.55999755859375,11736294,413.69000244140625
2021-04-15 10:30:00-04:00,414.64569091796875,414.55999755859375,415.4599914550781,8902400,414.55499267578125
2021-04-15 11:30:00-04:00,415.1700134277344,414.64898681640625,415.2300109863281,5516651,414.5199890136719
2021-04-15 12:30:00-04:00,415.2900085449219,415.17999267578125,415.70001220703125,5138590,415.0899963378906
2021-04-15 13:30:00-04:00,415.6099853515625,415.29901123046875,415.67010498046875,5492613,415.239990234375
2021-04-15 14:30:00-04:00,414.9790954589844,415.6099853515625,415.7900085449219,7493486,414.8900146484375
2021-04-15 15:30:00-04:00,415.8299865722656,414.9700012207031,416.1600036621094,12386540,414.95001220703125
2021-04-16 09:30:00-04:00,416.4200134277344,417.25,417.3900146484375,18984659,415.7300109863281
2021-04-16 10:30:00-04:00,416.31500244140625,416.41900634765625,417.0,8408186,416.260009765625
2021-04-16 11:30:00-04:00,416.75,416.30999755859375,416.8450012207031,4943530,416.19000244140625
2021-04-16 12:30:00-04:00,416.54998779296875,416.75,416.8699951171875,4907994,416.42999267578125
2021-04-16 13:30:00-04:00,417.0708923339844,416.55999755859375,417.1700134277344,6359601,416.3999938964844
2021-04-16 14:30:00-04:00,417.5003967285156,417.07501220703125,417.5899963378906,8440599,417.07000732421875
2021-04-16 15:30:00-04:00,417.29998779296875,417.5050048828125,417.9100036621094,16933002,417.1000061035156
2021-04-19 09:30:00-04:00,415.7850036621094,416.3999938964844,416.739990234375,14033882,415.07000732421875
2021-04-19 10:30:00-04:00,415.6400146484375,415.7900085449219,416.06500244140625,10137648,414.3800048828125
2021-04-19 11:30:00-04:00,414.5299987792969,415.6400146484375,415.6700134277344,10090917,414.2300109863281
2021-04-19 12:30:00-04:00,414.6300048828125,414.5400085449219,414.94000244140625,7098715,413.7900085449219
2021-04-19 13:30:00-04:00,415.010009765625,414.6099853515625,415.0899963378906,4790001,414.3800048828125
2021-04-19 14:30:00-04:00,414.32501220703125,415.010009765625,415.19500732421875,9571420,414.2200012207031
2021-04-19 15:30:00-04:00,415.239990234375,414.32501220703125,415.3399963378906,14176944,414.1400146484375
2021-04-20 09:30:00-04:00,413.9200134277344,413.9100036621094,414.67999267578125,11437142,413.6600036621094
2021-04-20 10:30:00-04:00,411.57501220703125,413.9209899902344,413.92999267578125,17431474,411.1199951171875
2021-04-20 11:30:00-04:00,412.1449890136719,411.57501220703125,412.3999938964844,10103321,410.6199951171875
2021-04-20 12:30:00-04:00,411.2900085449219,412.1499938964844,412.2200012207031,5748608,411.25
2021-04-20 13:30:00-04:00,411.5350036621094,411.3096923828125,412.1000061035156,5744918,411.20001220703125
2021-04-20 14:30:00-04:00,411.9049987792969,411.42999267578125,412.0199890136719,8414075,410.5899963378906
2021-04-20 15:30:00-04:00,412.239990234375,411.9049987792969,412.6700134277344,13401855,411.79998779296875
2021-04-21 09:30:00-04:00,413.989990234375,411.510009765625,414.1000061035156,13284960,411.3599853515625
2021-04-21 10:30:00-04:00,414.2049865722656,413.9801025390625,414.3399963378906,7593585,413.42999267578125
2021-04-21 11:30:00-04:00,414.5249938964844,414.20001220703125,414.92999267578125,6764712,414.1600036621094
2021-04-21 12:30:00-04:00,414.70098876953125,414.5201110839844,414.94000244140625,4184434,414.3609924316406
2021-04-21 13:30:00-04:00,414.94500732421875,414.7099914550781,415.260009765625,4522468,414.7049865722656
2021-04-21 14:30:00-04:00,415.1300048828125,414.94500732421875,415.239990234375,5608020,414.760009765625
2021-04-21 15:30:00-04:00,416.0799865722656,415.135009765625,416.2900085449219,13950405,415.135009765625
2021-04-22 09:30:00-04:00,415.3299865722656,415.7099914550781,415.760009765625,11624988,414.5350036621094
2021-04-22 10:30:00-04:00,415.8900146484375,415.3299865722656,416.2598876953125,6177209,415.2900085449219
2021-04-22 11:30:00-04:00,416.3599853515625,415.8800048828125,416.45001220703125,6603046,415.7099914550781
2021-04-22 12:30:00-04:00,414.70001220703125,416.3599853515625,416.7799987792969,18778486,413.1499938964844
2021-04-22 13:30:00-04:00,413.0790100097656,414.69000244140625,414.760009765625,20649940,411.1300048828125
2021-04-22 14:30:00-04:00,412.17498779296875,413.0799865722656,413.45001220703125,12389679,411.7598876953125
2021-04-22 15:30:00-04:00,412.32000732421875,412.1700134277344,413.04998779296875,15209581,412.05999755859375
2021-04-23 09:30:00-04:00,414.3500061035156,412.8699951171875,414.4700012207031,11350793,412.7900085449219
2021-04-23 10:30:00-04:00,416.1499938964844,414.3487854003906,416.3399963378906,10841949,414.2330017089844
2021-04-23 11:30:00-04:00,416.4150085449219,416.1549987792969,416.54998779296875,5616636,416.0150146484375
2021-04-23 12:30:00-04:00,417.0450134277344,416.4150085449219,417.2799987792969,6103944,416.3999938964844
2021-04-23 13:30:00-04:00,417.0150146484375,417.04998779296875,417.3800048828125,5564058,416.75
2021-04-23 14:30:00-04:00,417.7850036621094,417.0150146484375,417.8599853515625,8217021,416.92999267578125
2021-04-23 15:30:00-04:00,416.7200012207031,417.7799987792969,418.25,15437244,416.6400146484375
2021-04-26 09:30:00-04:00,417.8179931640625,417.44000244140625,418.1700134277344,10450198,417.20001220703125
2021-04-26 10:30:00-04:00,417.9200134277344,417.8299865722656,418.1499938964844,4735508,417.6199951171875
2021-04-26 11:30:00-04:00,417.4100036621094,417.9100036621094,417.9549865722656,4664706,417.2799987792969
2021-04-26 12:30:00-04:00,417.3999938964844,417.4010925292969,417.80999755859375,2938906,417.3009948730469
2021-04-26 13:30:00-04:00,417.9200134277344,417.40008544921875,417.95001220703125,4423936,417.2950134277344
2021-04-26 14:30:00-04:00,417.29998779296875,417.91900634765625,418.2200012207031,6411728,417.17999267578125
2021-04-26 15:30:00-04:00,417.6400146484375,417.30499267578125,417.93499755859375,12685430,416.9700012207031
2021-04-27 09:30:00-04:00,417.2200012207031,417.92999267578125,417.989990234375,13164281,416.29998779296875
2021-04-27 10:30:00-04:00,417.19500732421875,417.2300109863281,417.3900146484375,4955029,416.5299987792969
2021-04-27 11:30:00-04:00,417.6700134277344,417.19000244140625,417.7349853515625,6523883,417.1499938964844
2021-04-27 12:30:00-04:00,417.3450012207031,417.6700134277344,417.67999267578125,2902885,416.9800109863281
2021-04-27 13:30:00-04:00,417.5498962402344,417.3399963378906,417.5799865722656,5527065,417.07000732421875
2021-04-27 14:30:00-04:00,417.8410949707031,417.54901123046875,417.95001220703125,4509446,417.2850036621094
2021-04-27 15:30:00-04:00,417.4800109863281,417.8550109863281,418.1400146484375,10319716,417.260009765625
2021-04-28 09:30:00-04:00,418.1549987792969,417.80999755859375,418.45001220703125,8453650,417.32000732421875
2021-04-28 10:30:00-04:00,417.9200134277344,418.1554870605469,418.2300109863281,4447368,417.7099914550781
2021-04-28 11:30:00-04:00,417.614990234375,417.918212890625,417.92999267578125,4661578,417.1199951171875
2021-04-28 12:30:00-04:00,417.79998779296875,417.6155090332031,417.8900146484375,2073937,417.5201110839844
2021-04-28 13:30:00-04:00,417.67999267578125,417.79998779296875,418.2200012207031,6407263,416.8999938964844
2021-04-28 14:30:00-04:00,417.9599914550781,417.67138671875,419.010009765625,9656207,417.1099853515625
2021-04-28 15:30:00-04:00,417.3500061035156,417.9700012207031,418.17999267578125,10798228,417.0199890136719
2021-04-29 09:30:00-04:00,418.9200134277344,420.32000732421875,420.7200012207031,14785031,418.6700134277344
2021-04-29 10:30:00-04:00,418.4599914550781,418.92999267578125,418.9700012207031,10064472,417.5400085449219
2021-04-29 11:30:00-04:00,417.135009765625,418.4800109863281,418.489990234375,11845765,416.44000244140625
2021-04-29 12:30:00-04:00,418.4700012207031,417.135009765625,418.5299987792969,7323023,416.8599853515625
