Date,Close,Open,High,Low,RSI_14,RSI_Signal,side,cost/proceeds,trade_volume,shares,value
2021-04-19 15:30:00-04:00,415.239990234375,414.32501220703125,415.3399963378906,414.1400146484375,52.33059138237694,0.0,go long,-41523.9990234375,100.0,100.0,41523.9990234375
2021-04-20 09:30:00-04:00,413.9200134277344,413.9100036621094,414.67999267578125,413.6600036621094,43.74220706877264,0.0,hold,,,100.0,
2021-04-20 10:30:00-04:00,411.57501220703125,413.9209899902344,413.92999267578125,411.1199951171875,33.28957736865378,0.0,hold,,,100.0,
2021-04-20 11:30:00-04:00,412.1449890136719,411.57501220703125,412.3999938964844,410.6199951171875,37.21664334978705,0.0,hold,,,100.0,
2021-04-20 12:30:00-04:00,411.2900085449219,412.1499938964844,412.2200012207031,411.25,33.98485017721382,0.0,hold,,,100.0,
2021-04-20 13:30:00-04:00,411.5350036621094,411.3096923828125,412.1000061035156,411.20001220703125,35.70771474682678,0.0,hold,,,100.0,
2021-04-20 14:30:00-04:00,411.9049987792969,411.42999267578125,412.0199890136719,410.5899963378906,38.32551384480604,0.0,hold,,,100.0,
2021-04-20 15:30:00-04:00,412.239990234375,411.9049987792969,412.6700134277344,411.79998779296875,40.68054690934571,0.0,hold,,,100.0,
2021-04-21 09:30:00-04:00,413.989990234375,411.510009765625,414.1000061035156,411.3599853515625,51.170285331031,0.0,hold,,,100.0,
2021-04-21 10:30:00-04:00,414.2049865722656,413.9801025390625,414.3399963378906,413.42999267578125,52.286597364552335,0.0,hold,,,100.0,
2021-04-21 11:30:00-04:00,414.5249938964844,414.20001220703125,414.92999267578125,414.1600036621094,53.97324857566232,0.0,hold,,,100.0,
2021-04-21 12:30:00-04:00,414.70098876953125,414.5201110839844,414.94000244140625,414.3609924316406,54.917138071157545,0.0,hold,,,100.0,
2021-04-21 13:30:00-04:00,414.94500732421875,414.7099914550781,415.260009765625,414.7049865722656,56.2566015219816,0.0,hold,,,100.0,
2021-04-21 14:30:00-04:00,415.1300048828125,414.94500732421875,415.239990234375,414.760009765625,57.29257958683143,0.0,hold,,,100.0,
2021-04-21 15:30:00-04:00,416.0799865722656,415.135009765625,416.2900085449219,415.135009765625,62.2382389408908,0.0,hold,,,100.0,
2021-04-22 09:30:00-04:00,415.3299865722656,415.7099914550781,415.760009765625,414.5350036621094,56.65963716295218,0.0,hold,,,100.0,
2021-04-22 10:30:00-04:00,415.8900146484375,415.3299865722656,416.2598876953125,415.2900085449219,59.57348951157169,0.0,hold,,,100.0,
2021-04-22 11:30:00-04:00,416.3599853515625,415.8800048828125,416.45001220703125,415.7099914550781,61.8891219374701,0.0,hold,,,100.0,
2021-04-22 12:30:00-04:00,414.70001220703125,416.3599853515625,416.7799987792969,413.1499938964844,50.817073501924185,0.0,hold,,,100.0,
2021-04-22 13:30:00-04:00,413.0790100097656,414.69000244140625,414.760009765625,411.1300048828125,42.77027816482386,0.0,hold,,,100.0,
2021-04-22 14:30:00-04:00,412.17498779296875,413.0799865722656,413.45001220703125,411.7598876953125,39.05594669852278,0.0,hold,,,100.0,
2021-04-22 15:30:00-04:00,412.32000732421875,412.1700134277344,413.04998779296875,412.05999755859375,39.95675997614207,0.0,hold,,,100.0,
2021-04-23 09:30:00-04:00,414.3500061035156,412.8699951171875,414.4700012207031,412.7900085449219,50.89779487024316,0.0,hold,,,100.0,
2021-04-23 10:30:00-04:00,416.1499938964844,414.3487854003906,416.3399963378906,414.2330017089844,58.175343741195285,0.0,hold,,,100.0,
2021-04-23 11:30:00-04:00,416.4150085449219,416.1549987792969,416.54998779296875,416.0150146484375,59.135658584486215,0.0,hold,,,100.0,
2021-04-23 12:30:00-04:00,417.0450134277344,416.4150085449219,417.2799987792969,416.3999938964844,61.40436436732642,0.0,hold,,,100.0,
2021-04-23 13:30:00-04:00,417.0150146484375,417.04998779296875,417.3800048828125,416.75,61.23004621578765,0.0,hold,,,100.0,
2021-04-23 14:30:00-04:00,417.7850036621094,417.0150146484375,417.8599853515625,416.92999267578125,64.05099906015994,0.0,hold,,,100.0,
2021-04-23 15:30:00-04:00,416.7200012207031,417.7799987792969,418.25,416.6400146484375,57.78791388207056,0.0,hold,,,100.0,
2021-04-26 09:30:00-04:00,417.8179931640625,417.44000244140625,418.1700134277344,417.20001220703125,61.921916310839535,0.0,hold,,,100.0,
2021-04-26 10:30:00-04:00,417.9200134277344,417.8299865722656,418.1499938964844,417.6199951171875,62.2914429883125,0.0,hold,,,100.0,
2021-04-26 11:30:00-04:00,417.4100036621094,417.9100036621094,417.9549865722656,417.2799987792969,59.19859316513203,0.0,hold,,,100.0,
2021-04-26 12:30:00-04:00,417.3999938964844,417.4010925292969,417.80999755859375,417.3009948730469,59.13653250406031,0.0,hold,,,100.0,
2021-04-26 13:30:00-04:00,417.9200134277344,417.40008544921875,417.95001220703125,417.2950134277344,61.4004848986998,0.0,hold,,,100.0,
2021-04-26 14:30:00-04:00,417.29998779296875,417.91900634765625,418.2200012207031,417.17999267578125,57.322620468003294,0.0,hold,,,100.0,
2021-04-26 15:30:00-04:00,417.6400146484375,417.30499267578125,417.93499755859375,416.9700012207031,58.93340672794311,0.0,hold,,,100.0,
2021-04-27 09:30:00-04:00,417.2200012207031,417.92999267578125,417.989990234375,416.29998779296875,56.11592606060096,0.0,hold,,,100.0,
2021-04-27 10:30:00-04:00,417.19500732421875,417.2300109863281,417.3900146484375,416.5299987792969,55.9445254095774,0.0,hold,,,100.0,
2021-04-27 11:30:00-04:00,417.6700134277344,417.19000244140625,417.7349853515625,417.1499938964844,58.536564364361595,0.0,hold,,,100.0,
2021-04-27 12:30:00-04:00,417.3450012207031,417.6700134277344,417.67999267578125,416.9800109863281,56.1042346334789,0.0,hold,,,100.0,
2021-04-27 13:30:00-04:00,417.5498962402344,417.3399963378906,417.5799865722656,417.07000732421875,57.308583198829815,0.0,hold,,,100.0,
2021-04-27 14:30:00-04:00,417.8410949707031,417.54901123046875,417.95001220703125,417.2850036621094,59.029057869656555,0.0,hold,,,100.0,
2021-04-27 15:30:00-04:00,417.4800109863281,417.8550109863281,418.1400146484375,417.260009765625,56.014579134249026,0.0,hold,,,100.0,
2021-04-28 09:30:00-04:00,418.1549987792969,417.80999755859375,418.45001220703125,417.32000732421875,60.11499923415489,0.0,hold,,,100.0,
2021-04-28 10:30:00-04:00,417.9200134277344,418.1554870605469,418.2300109863281,417.7099914550781,58.08492197145033,0.0,hold,,,100.0,
2021-04-28 11:30:00-04:00,417.614990234375,417.918212890625,417.92999267578125,417.1199951171875,55.46651379734989,0.0,hold,,,100.0,
2021-04-28 12:30:00-04:00,417.79998779296875,417.6155090332031,417.8900146484375,417.5201110839844,56.740239365761624,0.0,hold,,,100.0,
2021-04-28 13:30:00-04:00,417.67999267578125,417.79998779296875,418.2200012207031,416.8999938964844,55.62883675744164,0.0,hold,,,100.0,
2021-04-28 14:30:00-04:00,417.9599914550781,417.67138671875,419.010009765625,417.1099853515625,57.71040668007235,0.0,hold,,,100.0,
2021-04-28 15:30:00-04:00,417.3500061035156,417.9700012207031,418.17999267578125,417.0199890136719,51.98844472174725,0.0,hold,,,100.0,
2021-04-29 09:30:00-04:00,418.9200134277344,420.32000732421875,420.7200012207031,418.6700134277344,62.3387380067039,0.0,hold,,,100.0,
2021-04-29 10:30:00-04:00,418.4599914550781,418.92999267578125,418.9700012207031,417.5400085449219,58.36823933164346,0.0,hold,,,100.0,
2021-04-29 11:30:00-04:00,417.135009765625,418.4800109863281,418.489990234375,416.44000244140625,48.73922834337645,0.0,hold,,,100.0,
2021-04-29 12:30:00-04:00,418.4700012207031,417.135009765625,418.5299987792969,416.8599853515625,56.52190350536158,0.0,hold,,,100.0,
2021-04-29 13:30:00-04:00,419.2900085449219,418.4649963378906,419.3900146484375,418.1300048828125,60.489937714845745,0.0,hold,,,100.0,
2021-04-29 14:30:00-04:00,419.5799865722656,419.2900085449219,420.489990234375,419.2900085449219,61.81704627286877,0.0,hold,,,100.0,
2021-04-29 15:30:00-04:00,420.0,419.5799865722656,420.2900085449219,419.510009765625,63.718004891989146,0.0,hold,,,100.0,
2021-04-30 09:30:00-04:00,418.4779968261719,417.44000244140625,418.5400085449219,417.4100036621094,53.35240962955256,0.0,hold,,,100.0,
2021-04-30 10:30:00-04:00,416.92999267578125,418.4750061035156,418.4800109863281,416.8299865722656,45.28352429448141,0.0,hold,,,100.0,
2021-04-30 11:30:00-04:00,417.67999267578125,416.92999267578125,417.8900146484375,416.7099914550781,49.28542339927452,0.0,hold,,,100.0,
2021-04-30 12:30:00-04:00,417.7300109863281,417.69500732421875,417.80999755859375,417.10009765625,49.55043074940013,0.0,hold,,,100.0,
2021-04-30 13:30:00-04:00,417.260009765625,417.7300109863281,417.8999938964844,416.3800048828125,47.061866195911186,0.0,hold,,,100.0,
2021-04-30 14:30:00-04:00,417.4901123046875,417.2699890136719,417.5299987792969,416.57000732421875,48.42747705869838,0.0,hold,,,100.0,
2021-04-30 15:30:00-04:00,417.29998779296875,417.4750061035156,417.57000732421875,416.3399963378906,47.34081268577632,0.0,hold,,,100.0,
2021-05-03 09:30:00-04:00,419.3500061035156,419.42999267578125,419.8399963378906,418.6199951171875,58.2255636115247,0.0,hold,,,100.0,
2021-05-03 10:30:00-04:00,418.2300109863281,419.3500061035156,419.739990234375,418.1700134277344,51.91225123019444,0.0,hold,,,100.0,
2021-05-03 11:30:00-04:00,418.42498779296875,418.2250061035156,418.9599914550781,418.1400146484375,52.87030463228931,0.0,hold,,,100.0,
2021-05-03 12:30:00-04:00,418.3450012207031,418.4100036621094,418.7099914550781,418.17999267578125,52.40900827063262,0.0,hold,,,100.0,
2021-05-03 13:30:00-04:00,418.93499755859375,418.3450012207031,418.9800109863281,418.2850036621094,55.49366580400733,0.0,hold,,,100.0,
2021-05-03 14:30:00-04:00,418.6000061035156,418.93499755859375,419.2699890136719,418.4599914550781,53.37815684125631,0.0,hold,,,100.0,
2021-05-03 15:30:00-04:00,418.17999267578125,418.6099853515625,418.6400146484375,417.6650085449219,50.76508870802068,0.0,hold,,,100.0,
2021-05-04 09:30:00-04:00,414.32501220703125,416.30499267578125,416.6000061035156,413.1499938964844,34.211222411953756,0.0,hold,,,100.0,
2021-05-04 10:30:00-04:00,412.9180908203125,414.32000732421875,414.5,411.9649963378906,30.324684427542756,0.0,hold,,,100.0,
2021-05-04 11:30:00-04:00,413.4700012207031,412.9180908203125,413.510009765625,411.6700134277344,33.51547517060899,0.0,hold,,,100.0,
2021-05-04 12:30:00-04:00,413.69000244140625,413.4700012207031,413.92999267578125,412.5899963378906,34.79729269120378,0.0,hold,,,100.0,
2021-05-04 13:30:00-04:00,413.7550048828125,413.6830139160156,414.2799987792969,413.19000244140625,35.19485425231213,0.0,hold,,,100.0,
2021-05-04 14:30:00-04:00,413.8800048828125,413.7500915527344,414.3999938964844,413.4809875488281,36.00295169116944,0.0,hold,,,100.0,
2021-05-04 15:30:00-04:00,415.6400146484375,413.87298583984375,415.6600036621094,413.6099853515625,46.179326903500204,0.0,hold,,,100.0,
2021-05-05 09:30:00-04:00,415.82000732421875,417.260009765625,417.3800048828125,414.94000244140625,47.10565922062348,0.0,hold,,,100.0,
2021-05-05 10:30:00-04:00,416.6400146484375,415.81500244140625,416.9100036621094,415.69000244140625,51.2244300236537,0.0,hold,,,100.0,
2021-05-05 11:30:00-04:00,417.18310546875,416.6300048828125,417.6300048828125,416.6000061035156,53.79083927022525,0.0,hold,,,100.0,
2021-05-05 12:30:00-04:00,416.79998779296875,417.18499755859375,417.30010986328125,416.3299865722656,51.7232980444795,0.0,hold,,,100.0,
2021-05-05 13:30:00-04:00,417.0150146484375,416.80999755859375,417.1289978027344,416.44000244140625,52.8194087869534,0.0,hold,,,100.0,
2021-05-05 14:30:00-04:00,415.60009765625,417.0150146484375,417.2298889160156,415.1499938964844,45.49890852031565,0.0,hold,,,100.0,
2021-05-05 15:30:00-04:00,415.7300109863281,415.605712890625,416.1400146484375,415.2900085449219,46.23570679837724,0.0,hold,,,100.0,
2021-05-06 09:30:00-04:00,414.30999755859375,415.75,416.30999755859375,413.67498779296875,39.88809804606347,0.0,hold,,,100.0,
2021-05-06 10:30:00-04:00,416.07000732421875,414.29998779296875,416.1000061035156,414.19000244140625,49.19755908141956,0.0,hold,,,100.0,
2021-05-06 11:30:00-04:00,417.5199890136719,416.0799865722656,417.5799865722656,415.9599914550781,55.334704382894905,0.0,hold,,,100.0,
2021-05-06 12:30:00-04:00,416.70001220703125,417.5249938964844,417.57000732421875,416.4100036621094,51.54266832853056,0.0,hold,,,100.0,
2021-05-06 13:30:00-04:00,415.92999267578125,416.7099914550781,416.9599914550781,415.739990234375,48.202061731769845,0.0,hold,,,100.0,
2021-05-06 14:30:00-04:00,417.0299987792969,415.92999267578125,417.2099914550781,415.6600036621094,52.89852550291109,0.0,hold,,,100.0,
2021-05-06 15:30:00-04:00,419.0849914550781,417.0299987792969,419.2099914550781,416.95001220703125,60.164992039659005,0.0,hold,,,100.0,
2021-05-07 09:30:00-04:00,422.135009765625,419.5400085449219,422.6700134277344,419.1618957519531,68.04467677051588,0.0,hold,,,100.0,
2021-05-07 10:30:00-04:00,422.32000732421875,422.1400146484375,422.59991455078125,421.7699890136719,68.45230087466378,0.0,hold,,,100.0,
2021-05-07 11:30:00-04:00,422.0299987792969,422.3299865722656,422.81500244140625,421.9685974121094,67.00925247894413,0.0,hold,,,100.0,
2021-05-07 12:30:00-04:00,421.4949951171875,422.0299072265625,422.260009765625,421.45001220703125,64.3156104145212,0.0,hold,,,100.0,
2021-05-07 13:30:00-04:00,422.2650146484375,421.4919128417969,422.2850036621094,421.2099914550781,66.40858103243791,0.0,hold,,,100.0,
2021-05-07 14:30:00-04:00,422.54998779296875,422.2601013183594,422.7900085449219,421.6099853515625,67.1758803698492,0.0,hold,,,100.0,
2021-05-07 15:30:00-04:00,422.0899963378906,422.55999755859375,422.7900085449219,422.010009765625,64.6103959079365,0.0,hold,,,100.0,
2021-05-10 09:30:00-04:00,421.6889953613281,422.5,422.739990234375,421.6700134277344,62.37404335712993,0.0,hold,,,100.0,
2021-05-10 10:30:00-04:00,422.2110900878906,421.67999267578125,422.3800048828125,421.0299987792969,64.11557900983662,0.0,hold,,,100.0,
2021-05-10 11:30:00-04:00,422.1300048828125,422.2200012207031,422.6499938964844,421.92999267578125,63.62304495315067,0.0,hold,,,100.0,
2021-05-10 12:30:00-04:00,421.7300109863281,422.1400146484375,422.2349853515625,421.6199951171875,61.12838118133409,0.0,hold,,,100.0,
2021-05-10 13:30:00-04:00,419.7699890136719,421.7237854003906,421.7900085449219,419.4800109863281,50.64849884240583,0.0,hold,,,100.0,
2021-05-10 14:30:00-04:00,419.44500732421875,419.7757873535156,419.8800048828125,418.739990234375,49.14408473114167,0.0,hold,,,100.0,
2021-05-10 15:30:00-04:00,417.9700012207031,419.44500732421875,419.79998779296875,417.80999755859375,42.913680902430166,0.0,hold,,,100.0,
2021-05-11 09:30:00-04:00,411.8500061035156,412.92999267578125,415.2699890136719,411.80999755859375,27.394922697339386,1.0,hold,,,100.0,
2021-05-11 10:30:00-04:00,413.8800048828125,411.8599853515625,413.8999938964844,410.05999755859375,35.70098024185624,0.0,hold,,,100.0,
2021-05-11 11:30:00-04:00,413.42999267578125,413.8800048828125,414.45001220703125,413.1099853515625,34.751864333431286,0.0,hold,,,100.0,
2021-05-11 12:30:00-04:00,414.1482849121094,413.43499755859375,414.19000244140625,412.0429992675781,37.60329194591962,0.0,hold,,,100.0,
2021-05-11 13:30:00-04:00,414.7300109863281,414.1449890136719,414.7799987792969,413.2099914550781,39.89422544687489,0.0,hold,,,100.0,
2021-05-11 14:30:00-04:00,414.44000244140625,414.7200012207031,415.0299987792969,413.1400146484375,39.123037351022994,0.0,hold,,,100.0,
2021-05-11 15:30:00-04:00,414.25,414.4400939941406,414.5899963378906,412.6600036621094,38.596617095773134,0.0,hold,,,100.0,
2021-05-12 09:30:00-04:00,410.3501892089844,411.69000244140625,412.5899963378906,410.3399963378906,29.748762603278944,1.0,hold,,,100.0,
2021-05-12 10:30:00-04:00,409.55999755859375,410.3699951171875,410.7300109863281,408.739990234375,28.331557325874343,1.0,hold,,,100.0,
2021-05-12 11:30:00-04:00,407.7250061035156,409.5400085449219,409.7799987792969,406.7200012207031,25.3155182084809,1.0,hold,,,100.0,
2021-05-12 12:30:00-04:00,407.4989013671875,407.70001220703125,408.6099853515625,407.010009765625,24.96288629158732,1.0,hold,,,100.0,
2021-05-12 13:30:00-04:00,406.7300109863281,407.5,407.8900146484375,406.4200134277344,23.751280671358334,1.0,hold,,,100.0,
2021-05-12 14:30:00-04:00,405.7298889160156,406.7099914550781,408.25,405.3999938964844,22.239252335178808,1.0,hold,,,100.0,
2021-05-12 15:30:00-04:00,405.42999267578125,405.7298889160156,406.57000732421875,404.6499938964844,21.791272785494506,1.0,hold,,,100.0,
2021-05-13 09:30:00-04:00,411.25,407.07000732421875,411.45001220703125,407.0199890136719,44.96193164088593,0.0,hold,,,100.0,
2021-05-13 10:30:00-04:00,409.8500061035156,411.239990234375,412.0199890136719,409.6600036621094,41.757130365052646,0.0,hold,,,100.0,
2021-05-13 11:30:00-04:00,410.6499938964844,409.8500061035156,410.8299865722656,409.2101135253906,44.20448732162444,0.0,hold,,,100.0,
2021-05-13 12:30:00-04:00,409.0799865722656,410.6499938964844,411.1300048828125,408.6300048828125,40.598931998371484,0.0,hold,,,100.0,
2021-05-13 13:30:00-04:00,411.1400146484375,409.07000732421875,411.1889953613281,407.8399963378906,46.73770818478172,0.0,hold,,,100.0,
2021-05-13 14:30:00-04:00,411.6300048828125,411.1400146484375,411.8999938964844,410.760009765625,48.11130496263095,0.0,hold,,,100.0,
2021-05-13 15:30:00-04:00,410.260009765625,411.6199951171875,412.3500061035156,410.2099914550781,44.64454262437201,0.0,hold,,,100.0,
2021-05-14 09:30:00-04:00,414.44000244140625,413.2099914550781,415.2200012207031,413.17999267578125,55.24174571154063,0.0,hold,,,100.0,
2021-05-14 10:30:00-04:00,415.489990234375,414.42999267578125,415.6700134277344,414.0799865722656,57.44553159145622,0.0,hold,,,100.0,
2021-05-14 11:30:00-04:00,415.8999938964844,415.489990234375,416.02301025390625,415.2699890136719,58.308766842644076,0.0,hold,,,100.0,
2021-05-14 12:30:00-04:00,416.375,415.8999938964844,416.44000244140625,415.7799987792969,59.3378962284934,0.0,hold,,,100.0,
2021-05-14 13:30:00-04:00,416.7300109863281,416.3800048828125,416.95001220703125,416.1600036621094,60.130029828924854,0.0,hold,,,100.0,
2021-05-14 14:30:00-04:00,417.0299987792969,416.7300109863281,417.489990234375,416.7099914550781,60.824525164610456,0.0,hold,,,100.0,
2021-05-14 15:30:00-04:00,416.54998779296875,417.0400085449219,417.3800048828125,416.29998779296875,59.052008313102185,0.0,hold,,,100.0,
2021-05-17 09:30:00-04:00,414.3500061035156,415.4800109863281,416.3900146484375,414.1400146484375,51.626339873989664,0.0,hold,,,100.0,
2021-05-17 10:30:00-04:00,414.2099914550781,414.3500061035156,415.4100036621094,413.80999755859375,51.18519188000795,0.0,hold,,,100.0,
