Date,Close,Open,High,Volume,Low,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,k-d,hist_adj,Stoch_Signal,MACD_Signal,Signal,Entry/Exit,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Period Returns,Portfolio Cumulative Returns,value
2021-04-22 12:30:00-04:00,414.7000122070313,416.3599853515625,416.7799987792969,18778486,413.1499938964844,85.94797777052247,89.43370022529358,0.43611114055113376,0.18968908925840136,0.2464220512927324,-3.485722454771107,-0.10747710858574963,0.0,0.0,0,-1.0,0,-100.0,0.0,100048.00415039062,100048.00415039062,-0.0016564283635691623,0.00048004150390612566,-41470.00122070313
2021-04-22 13:30:00-04:00,413.0790100097656,414.6900024414063,414.760009765625,20649940,411.1300048828125,68.35719207655684,81.94659364542359,0.254778986533438,0.00668554819256445,0.24809343834087355,-13.589401568866748,-0.1830035410658369,0.0,0.0,0,0.0,0,0.0,0.0,100048.00415039062,100048.00415039062,0.0,0.00048004150390612566,0.0
2021-04-22 14:30:00-04:00,412.1749877929688,413.0799865722656,413.4500122070313,12389679,411.7598876953125,41.70105308575332,65.33540764427754,0.037690438467052445,-0.1683223998990569,0.20601283836610934,-23.634354558524215,-0.17500794809162135,0.0,0.0,0,0.0,0,0.0,0.0,100048.00415039062,100048.00415039062,0.0,0.00048004150390612566,0.0
2021-04-22 15:30:00-04:00,412.3200073242188,412.1700134277344,413.0499877929688,15209581,412.05999755859375,26.589175586031118,45.5491402494471,-0.12125419286383021,-0.26181362498395166,0.14055943212012142,-18.95996466341598,-0.09349122508489477,0.0,0.0,0,0.0,0,0.0,0.0,100048.00415039062,100048.00415039062,0.0,0.00048004150390612566,0.0
2021-04-23 09:30:00-04:00,414.3500061035156,412.8699951171875,414.4700012207031,11350793,412.7900085449219,32.1828464018933,33.49102502455924,-0.08246442370204932,-0.1784190846577366,0.09595466095568728,-1.3081786226659418,0.08339454032621507,0.0,1.0,0,0.0,0,0.0,0.0,100048.00415039062,100048.00415039062,0.0,0.00048004150390612566,0.0
2021-04-23 10:30:00-04:00,416.1499938964844,414.3487854003906,416.3399963378906,10841949,414.2330017089844,55.63423517825379,38.13541905539274,0.09245495640459467,-0.0027997636408741006,0.09525472004546877,17.49881612286105,0.1756193210168625,1.0,1.0,1,1.0,100,100.0,41614.99938964844,58433.004760742195,100048.00415039062,0.0,0.00048004150390612566,41614.99938964844
2021-04-23 11:30:00-04:00,416.4150085449219,416.1549987792969,416.5499877929688,5616636,416.0150146484375,79.79356051399219,55.87021403137976,0.2495872067178766,0.12346598933792627,0.12612121737995033,23.92334648261243,0.12626575297880038,1.0,1.0,1,0.0,100,0.0,41641.50085449219,58433.004760742195,100074.50561523438,0.0002648874914477073,0.0007450561523436594,0.0
2021-04-23 12:30:00-04:00,417.0450134277344,416.4150085449219,417.2799987792969,6103944,416.3999938964844,92.85618137029435,76.09465902084678,0.42010902075787726,0.23519024270234154,0.18491877805553572,16.761522349447574,0.11172425336441527,1.0,1.0,1,0.0,100,0.0,41704.50134277344,58433.004760742195,100137.50610351562,0.0006295358432593101,0.0013750610351561665,0.0
2021-04-23 13:30:00-04:00,417.0150146484375,417.0499877929688,417.3800048828125,5564058,416.75,94.62641376859824,89.09205188429492,0.5465281004092049,0.2892874578829353,0.25724064252626955,5.534361884303323,0.054097215180593766,1.0,1.0,1,0.0,100,0.0,41701.50146484375,58433.004760742195,100134.50622558594,-2.9957585787943053e-05,0.0013450622558592862,0.0
2021-04-23 14:30:00-04:00,417.7850036621094,417.0150146484375,417.8599853515625,8217021,416.9299926757813,96.40836939897237,94.63032151262166,0.7007697724471313,0.3548233039366894,0.3459464685104419,1.7780478863507057,0.06553584605375412,1.0,1.0,1,0.0,100,0.0,41778.50036621094,58433.004760742195,100211.50512695312,0.0007689547216993553,0.002115051269531154,0.0
2021-04-23 15:30:00-04:00,416.7200012207031,417.7799987792969,418.25,15437244,416.6400146484375,90.51908345912322,93.8512888755646,0.7286709472655275,0.30617958300406845,0.42249136426145906,-3.332205416441383,-0.04864372093262098,0.0,0.0,0,-1.0,0,-100.0,0.0,100105.0048828125,100105.0048828125,-0.0010627546608117378,0.001050048828124872,-41672.00012207031
2021-04-26 09:30:00-04:00,417.8179931640625,417.4400024414063,418.1700134277344,10450198,417.2000122070313,90.44319274188108,92.45688186665889,0.8298160005421096,0.3258597090245203,0.5039562915175892,-2.0136891247778124,0.019680126020451882,0.0,1.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-26 10:30:00-04:00,417.9200134277344,417.8299865722656,418.1499938964844,4735508,417.6199951171875,89.26969213800356,90.07732277966927,0.9077424764158195,0.32302894791858416,0.5847135284972353,-0.8076306416657104,-0.0028307611059361637,0.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-26 11:30:00-04:00,417.4100036621094,417.9100036621094,417.9549865722656,4664706,417.2799987792969,92.50004286179643,90.73764258056035,0.9177667998406491,0.26644261707473094,0.6513241827659182,1.7624002812360828,-0.05658633084385323,1.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-26 12:30:00-04:00,417.3999938964844,417.4010925292969,417.80999755859375,2938906,417.3009948730469,90.54311610974906,90.77095036984969,0.9143632337579106,0.210431240793594,0.7039319929643166,-0.22783426010062158,-0.05601137628113695,0.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-26 13:30:00-04:00,417.9200134277344,417.4000854492188,417.9500122070313,4423936,417.2950134277344,90.39318116511554,91.14544671222035,0.9427595678525904,0.19106205991061898,0.7516975079419714,-0.7522655471048125,-0.019369180882975012,0.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-26 14:30:00-04:00,417.2999877929688,417.91900634765625,418.2200012207031,6411728,417.1799926757813,89.20990913272374,90.04873546919612,0.904802974779102,0.12248437346970442,0.7823186013093976,-0.8388263364723798,-0.06857768644091455,0.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-26 15:30:00-04:00,417.6400146484375,417.3049926757813,417.93499755859375,12685430,416.9700012207031,89.46537106206506,89.68948711996812,0.8918784077100668,0.08764784512053536,0.8042305625895314,-0.22411605790306055,-0.03483652834916906,0.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-27 09:30:00-04:00,417.2200012207031,417.9299926757813,417.989990234375,13164281,416.2999877929688,82.61318596870821,87.09615538783233,0.8380831212388671,0.027082046919468472,0.8110010743193986,-4.482969419124117,-0.06056579820106689,0.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-27 10:30:00-04:00,417.1950073242188,417.2300109863281,417.3900146484375,4955029,416.5299987792969,71.99450745957581,81.35768816344968,0.7843911971189641,-0.02128790176034767,0.8056790988793118,-9.363180703873866,-0.048369948679816144,0.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-27 11:30:00-04:00,417.6700134277344,417.1900024414063,417.7349853515625,6523883,417.1499938964844,65.80423926553884,73.47064423127428,0.7712781685633558,-0.02752074425276474,0.7987989128161206,-7.666404965735438,-0.006232842492417068,0.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-27 12:30:00-04:00,417.3450012207031,417.6700134277344,417.6799926757813,2902885,416.9800109863281,58.88127355817119,65.56000676109528,0.7262880337373758,-0.0580087032629959,0.7842967370003717,-6.678733202924093,-0.030487959010231158,0.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-27 13:30:00-04:00,417.5498962402344,417.3399963378906,417.5799865722656,5527065,417.0700073242188,62.64828320135106,62.44459867502036,0.6991074677395659,-0.06815141540864467,0.7672588831482106,0.20368452633070433,-0.010142712145648769,1.0,0.0,0,0.0,0,0.0,0.0,100105.0048828125,100105.0048828125,0.0,0.001050048828124872,0.0
2021-04-27 14:30:00-04:00,417.8410949707031,417.5490112304688,417.9500122070313,4509446,417.2850036621094,65.57273571421018,62.367430824577475,0.6930746441862539,-0.059347391169565444,0.7524220353558193,3.205304889632707,0.008804024239079222,1.0,1.0,1,1.0,100,100.0,41784.10949707031,58320.895385742195,100105.0048828125,0.0,0.001050048828124872,41784.10949707031
2021-04-27 15:30:00-04:00,417.4800109863281,417.8550109863281,418.1400146484375,10319716,417.260009765625,68.195740641877,65.47225318581275,0.6516453660768207,-0.08062133542319894,0.7322667015000196,2.723487456064248,-0.021273944253633492,1.0,0.0,0,-1.0,0,-100.0,0.0,100068.896484375,100068.896484375,-0.0003607052262748489,0.0006889648437498064,-41748.00109863281
2021-04-28 09:30:00-04:00,418.1549987792969,417.80999755859375,418.4500122070313,8453650,417.3200073242188,75.58945170652936,69.78597602087218,0.6656055519990787,-0.05332891960075281,0.7189344715998315,5.803475685657176,0.027292415822446126,1.0,1.0,1,1.0,100,100.0,41815.49987792969,58253.39660644532,100068.896484375,0.0,0.0006889648437498064,41815.49987792969
2021-04-28 10:30:00-04:00,417.9200134277344,418.1554870605469,418.2300109863281,4447368,417.7099914550781,74.36229547953384,72.71582927598007,0.6502125009360498,-0.05497757653102542,0.7051900774670752,1.6464662035537714,-0.0016486569302726073,1.0,0.0,0,-1.0,0,-100.0,0.0,100045.39794921875,100045.39794921875,-0.00023482356638082624,0.00045397949218717315,-41792.00134277344
2021-04-28 11:30:00-04:00,417.614990234375,417.918212890625,417.9299926757813,4661578,417.1199951171875,74.26332822346866,74.73835846984396,0.6064102546108074,-0.07902385828501424,0.6854341128958217,-0.47503024637529734,-0.02404628175398882,0.0,0.0,0,0.0,0,0.0,0.0,100045.39794921875,100045.39794921875,0.0,0.00045397949218717315,0.0
2021-04-28 12:30:00-04:00,417.7999877929688,417.6155090332031,417.8900146484375,2073937,417.5201110839844,68.75934442362473,72.46165604220907,0.5799392371827707,-0.08439590057044088,0.6643351377532116,-3.7023116185843463,-0.005372042285426648,0.0,0.0,0,0.0,0,0.0,0.0,100045.39794921875,100045.39794921875,0.0,0.00045397949218717315,0.0
2021-04-28 13:30:00-04:00,417.6799926757813,417.7999877929688,418.2200012207031,6407263,416.8999938964844,65.03813471110266,69.353602452732,0.5430185818474911,-0.09705324472457644,0.6400718265720675,-4.315467741629348,-0.012657344154135552,0.0,0.0,0,0.0,0,0.0,0.0,100045.39794921875,100045.39794921875,0.0,0.00045397949218717315,0.0
2021-04-28 14:30:00-04:00,417.9599914550781,417.67138671875,419.010009765625,9656207,417.1099853515625,65.06881514408121,66.28876475960287,0.5302399814934233,-0.08786547606291539,0.6181054575563387,-1.2199496155216565,0.009187768661661044,0.0,1.0,0,0.0,0,0.0,0.0,100045.39794921875,100045.39794921875,0.0,0.00045397949218717315,0.0
2021-04-28 15:30:00-04:00,417.3500061035156,417.9700012207031,418.1799926757813,10798228,417.0199890136719,54.72851492268898,61.61182159262429,0.4655258365729651,-0.12206369678669893,0.587589533359664,-6.883306669935308,-0.034198220723783535,0.0,0.0,0,0.0,0,0.0,0.0,100045.39794921875,100045.39794921875,0.0,0.00045397949218717315,0.0
2021-04-29 09:30:00-04:00,418.9200134277344,420.3200073242188,420.7200012207031,14785031,418.6700134277344,52.34696305360047,57.38143104012355,0.5347614829510121,-0.0422624403269215,0.5770239232779336,-5.034467986523083,0.07980125645977743,0.0,1.0,0,0.0,0,0.0,0.0,100045.39794921875,100045.39794921875,0.0,0.00045397949218717315,0.0
2021-04-29 10:30:00-04:00,418.4599914550781,418.9299926757813,418.9700012207031,10064472,417.5400085449219,45.5413974183595,50.87229179821632,0.5462148777880316,-0.02464723639192168,0.5708621141799533,-5.330894379856815,0.017615203934999824,0.0,1.0,0,0.0,0,0.0,0.0,100045.39794921875,100045.39794921875,0.0,0.00045397949218717315,0.0
2021-04-29 11:30:00-04:00,417.135009765625,418.4800109863281,418.489990234375,11845765,416.4400024414063,38.03897893349122,45.3091131351504,0.4432671192818134,-0.10207599591851191,0.5453431152003253,-7.270134201659175,-0.07742875952659023,0.0,0.0,0,0.0,0,0.0,0.0,100045.39794921875,100045.39794921875,0.0,0.00045397949218717315,0.0
2021-04-29 12:30:00-04:00,418.4700012207031,417.135009765625,418.5299987792969,7323023,416.8599853515625,34.83531306271726,39.47189647152266,0.46405361123584044,-0.06503160317158796,0.5290852144074284,-4.6365834088054,0.03704439274692395,0.0,1.0,0,0.0,0,0.0,0.0,100045.39794921875,100045.39794921875,0.0,0.00045397949218717315,0.0
2021-04-29 13:30:00-04:00,419.2900085449219,418.4649963378906,419.3900146484375,5757193,418.1300048828125,43.41911056920929,38.76446752180592,0.5404646537444364,0.009103551469606397,0.53136110227483,4.654643047403368,0.07413515464119436,1.0,1.0,1,1.0,100,100.0,41929.00085449219,58116.39709472657,100045.39794921875,0.0,0.00045397949218717315,41929.00085449219
2021-04-29 14:30:00-04:00,419.5799865722656,419.2900085449219,420.489990234375,11397081,419.2900085449219,62.46099144128999,46.90513835773885,0.6173038641163089,0.068754209473183,0.5485496546431259,15.555853083551142,0.059650658003576607,1.0,1.0,1,0.0,100,0.0,41957.99865722656,58116.39709472657,100074.39575195312,0.0002898464430027836,0.0007439575195309356,0.0
2021-04-29 15:30:00-04:00,420.0,419.5799865722656,420.2900085449219,11958712,419.510009765625,74.37687318326442,60.085658397921236,0.7039760674563809,0.12434113025060389,0.579634937205777,14.291214785343186,0.05558692077742089,1.0,1.0,1,0.0,100,0.0,42000.0,58116.39709472657,100116.39709472656,0.00041970118787970634,0.0011639709472652804,0.0
2021-04-30 09:30:00-04:00,418.4779968261719,417.4400024414063,418.5400085449219,10530530,417.4100036621094,68.05279257310275,68.29688573255238,0.6424457619905297,0.050248659827802133,0.5921971021627276,-0.2440931594496334,-0.07409247042280176,0.0,0.0,0,-1.0,0,-100.0,0.0,99964.19677734375,99964.19677734375,-0.001520233666007842,-0.0003580322265628322,-41847.79968261719
2021-04-30 10:30:00-04:00,416.9299926757813,418.4750061035156,418.4800109863281,10146346,416.8299865722656,47.4142049384298,63.281290231598994,0.4634294279107962,-0.10301413940154514,0.5664435673123414,-15.867085293169197,-0.15326279922934727,0.0,0.0,0,0.0,0,0.0,0.0,99964.19677734375,99964.19677734375,0.0,-0.0003580322265628322,0.0
2021-04-30 11:30:00-04:00,417.6799926757813,416.9299926757813,417.8900146484375,7237863,416.7099914550781,29.34560691731963,48.270868142950725,0.37772227810000913,-0.15097703136986573,0.5286993094698749,-18.925261225631097,-0.0479628919683206,0.0,0.0,0,0.0,0,0.0,0.0,99964.19677734375,99964.19677734375,0.0,-0.0003580322265628322,0.0
2021-04-30 12:30:00-04:00,417.7300109863281,417.6950073242188,417.80999755859375,4288824,417.10009765625,23.520170366092074,33.42666074061383,0.31025833902577915,-0.17475277635527664,0.4850111153810558,-9.90649037452176,-0.023775744985410907,0.0,0.0,0,0.0,0,0.0,0.0,99964.19677734375,99964.19677734375,0.0,-0.0003580322265628322,0.0
2021-04-30 13:30:00-04:00,417.260009765625,417.7300109863281,417.8999938964844,9436183,416.3800048828125,26.462921727864522,26.44289967042541,0.21637329406507888,-0.21491025705278155,0.43128355111786043,0.020022057439113894,-0.04015748069750491,1.0,0.0,0,0.0,0,0.0,0.0,99964.19677734375,99964.19677734375,0.0,-0.0003580322265628322,0.0
2021-04-30 14:30:00-04:00,417.4901123046875,417.2699890136719,417.5299987792969,8830691,416.5700073242188,25.331852026852598,25.104981373603067,0.15870660048472018,-0.2180615605065122,0.3767681609912324,0.22687065324953082,-0.0031513034537306583,1.0,0.0,0,0.0,0,0.0,0.0,99964.19677734375,99964.19677734375,0.0,-0.0003580322265628322,0.0
2021-04-30 15:30:00-04:00,417.2999877929688,417.4750061035156,417.5700073242188,24436460,416.3399963378906,22.590916538853154,24.79523009785676,0.09655089260814975,-0.22417381470646613,0.3207247073146159,-2.204313559003605,-0.006112254199953926,0.0,0.0,0,0.0,0,0.0,0.0,99964.19677734375,99964.19677734375,0.0,-0.0003580322265628322,0.0
2021-05-03 09:30:00-04:00,419.3500061035156,419.4299926757813,419.8399963378906,12084868,418.6199951171875,40.008861591561505,29.31054338575575,0.21028732981284293,-0.0883499020014184,0.29863723181426133,10.698318205805755,0.13582391270504773,1.0,1.0,1,1.0,100,100.0,41935.00061035156,58029.196166992195,99964.19677734375,0.0,-0.0003580322265628322,41935.00061035156
2021-05-03 10:30:00-04:00,418.2300109863281,419.3500061035156,419.739990234375,9180911,418.1700134277344,46.66354659881379,36.42110824307615,0.2076562974219769,-0.07278474751382757,0.28044104493580446,10.24243835573764,0.015565154487590827,1.0,1.0,1,0.0,100,0.0,41823.00109863281,58029.196166992195,99852.197265625,-0.0011203962551533664,-0.0014780273437503544,0.0
2021-05-03 11:30:00-04:00,418.4249877929688,418.2250061035156,418.9599914550781,4893925,418.1400146484375,56.10462764823154,47.59234527953561,0.21878219909933705,-0.049327076669173964,0.268109275768511,8.512282368695935,0.02345767084465361,1.0,1.0,1,0.0,100,0.0,41842.49877929688,58029.196166992195,99871.69494628908,0.00019526541426229116,-0.0012830505371096423,0.0
2021-05-03 12:30:00-04:00,418.3450012207031,418.4100036621094,418.7099914550781,4515965,418.1799926757813,48.03228740002154,50.26682054902229,0.21862513397519479,-0.03958731343465299,0.2582124474098478,-2.234533149000754,0.00973976323452097,0.0,1.0,0,-1.0,0,-100.0,0.0,99863.6962890625,99863.6962890625,-8.008933092484849e-05,-0.0013630371093754645,-41834.50012207031
2021-05-03 13:30:00-04:00,418.93499755859375,418.3450012207031,418.9800109863281,10434360,418.2850036621094,53.69483847720784,52.61058450848697,0.26307585766721786,0.0038907282058960324,0.25918512946132183,1.0842539687208657,0.043478041640549026,1.0,1.0,1,1.0,100,100.0,41893.499755859375,57970.19653320313,99863.6962890625,0.0,-0.0013630371093754645,41893.499755859375
2021-05-03 14:30:00-04:00,418.6000061035156,418.93499755859375,419.2699890136719,8954359,418.4599914550781,56.019647958165955,52.58225794513178,0.2681809426884456,0.007196650581698993,0.2609842921067466,3.4373900130341752,0.003305922375802961,1.0,1.0,1,0.0,100,0.0,41860.00061035156,57970.19653320313,99830.19714355469,-0.0003354486840828619,-0.0016980285644536686,0.0
2021-05-03 15:30:00-04:00,418.1799926757813,418.6099853515625,418.6400146484375,12587099,417.6650085449219,57.43894202939476,55.71780948825619,0.2356191154335079,-0.02029214133859103,0.2559112567720989,1.721132541138573,-0.027488791920290023,1.0,0.0,0,-1.0,0,-100.0,0.0,99788.19580078126,99788.19580078126,-0.00042072783561697413,-0.0021180419921879023,-41817.99926757813
2021-05-04 09:30:00-04:00,414.3250122070313,416.3049926757813,416.6000061035156,24096294,413.1499938964844,42.450126390225535,51.96957212592875,-0.10009721528399496,-0.2848067776448751,0.18470956236088015,-9.519445735703215,-0.2645146363062841,0.0,0.0,0,0.0,0,0.0,0.0,99788.19580078126,99788.19580078126,0.0,-0.0021180419921879023,0.0
2021-05-04 10:30:00-04:00,412.9180908203125,414.3200073242188,414.5,14565979,411.9649963378906,27.412635320651162,42.43390124675715,-0.4742151666068253,-0.5271397831741643,0.05292461656733907,-15.02126592610599,-0.2423330055292892,0.0,0.0,0,0.0,0,0.0,0.0,99788.19580078126,99788.19580078126,0.0,-0.0021180419921879023,0.0
2021-05-04 11:30:00-04:00,413.4700012207031,412.9180908203125,413.510009765625,11991338,411.6700134277344,17.232767480092598,29.031843063656428,-0.7178963197019925,-0.6166567490154653,-0.10123957068652725,-11.79907558356383,-0.08951696584130098,0.0,0.0,0,0.0,0,0.0,0.0,99788.19580078126,99788.19580078126,0.0,-0.0021180419921879023,0.0
2021-05-04 12:30:00-04:00,413.6900024414063,413.4700012207031,413.9299926757813,6524179,412.5899963378906,19.619675648764154,21.421692816502638,-0.8830834924730766,-0.6254751374292394,-0.25760835504383717,-1.8020171677384837,-0.008818388413774136,0.0,0.0,0,0.0,0,0.0,0.0,99788.19580078126,99788.19580078126,0.0,-0.0021180419921879023,0.0
2021-05-04 13:30:00-04:00,413.7550048828125,413.6830139160156,414.2799987792969,8407935,413.1900024414063,24.092128166625812,20.314857098494187,-0.997254632595002,-0.5917170220409318,-0.40553761055407017,3.7772710681316255,0.03375811538830764,1.0,1.0,1,1.0,100,100.0,41375.50048828125,58412.695312500015,99788.19580078126,0.0,-0.0021180419921879023,41375.50048828125
