Date,Close,Open,High,Low,actual_returns,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_Signal,RSI_Signal,Stoch_Signal,custom_signal,MACD_Entry/Exit,stoch_diff,Stoch_Entry/Exit
2021-04-19 15:30:00-04:00,415.239990234375,414.32501220703125,415.3399963378906,414.1400146484375,0.002208358173864111,0.6478626308766025,-0.5492106971358528,1.1970733280124553,52.33059138237694,25.93034280465764,22.103158667535137,-1.0,0.0,1.0,0,,3.8271841371225044,
2021-04-20 09:30:00-04:00,413.9200134277344,413.9100036621094,414.67999267578125,413.6600036621094,-0.0031788287199785437,0.4874089331426035,-0.5677315158958813,1.0551404490384848,43.74220706877264,18.099063347923316,21.67486218076594,-1.0,0.0,-1.0,0,0.0,-3.5757988328426222,-2.0
2021-04-20 10:30:00-04:00,411.57501220703125,413.9209899902344,413.92999267578125,411.1199951171875,-0.005665348725914066,0.1690772043987181,-0.7088505957118134,0.8779278001105315,33.28957736865378,16.004307686852055,20.011237946477674,-1.0,0.0,-1.0,0,0.0,-4.006930259625619,0.0
2021-04-20 11:30:00-04:00,412.1449890136719,411.57501220703125,412.3999938964844,410.6199951171875,0.0013848673746839069,-0.036786566644707364,-0.7317714934041911,0.6949849267594838,37.21664334978705,11.246036665010598,15.11646923326199,-1.0,0.0,-1.0,0,0.0,-3.870432568251392,0.0
2021-04-20 12:30:00-04:00,411.2900085449219,412.1499938964844,412.2200012207031,411.25,-0.0020744652768825977,-0.265860195976245,-0.768676098188583,0.502815902212338,33.98485017721382,12.270359577111412,13.173567976324689,-1.0,0.0,-1.0,0,0.0,-0.9032083992132769,0.0
2021-04-20 13:30:00-04:00,411.5350036621094,411.3096923828125,412.1000061035156,411.20001220703125,0.0005956748573938686,-0.422760321335204,-0.7404609788380336,0.31770065750282955,35.70771474682678,14.220449125568456,12.578948455896821,-1.0,0.0,1.0,0,0.0,1.6415006696716343,2.0
2021-04-20 14:30:00-04:00,411.9049987792969,411.42999267578125,412.0199890136719,410.5899963378906,0.0008990611099786161,-0.5113547085350092,-0.663244292830271,0.15188958429526178,38.32551384480604,13.235628219285738,13.2421456406552,-1.0,0.0,-1.0,0,0.0,-0.006517421369462539,-2.0
2021-04-20 15:30:00-04:00,412.239990234375,411.9049987792969,412.6700134277344,411.79998779296875,0.0008132735851007489,-0.5482158962946073,-0.5600843844718952,0.011868488177287959,40.68054690934571,19.115078252751616,15.52371853253527,-1.0,0.0,1.0,0,0.0,3.591359720216346,2.0
2021-04-21 09:30:00-04:00,413.989990234375,411.510009765625,414.1000061035156,411.3599853515625,0.004245100042344463,-0.4312471300517018,-0.35449249458319176,-0.07675463546851,51.170285331031,35.63132261299651,22.660676361677957,-1.0,0.0,1.0,0,0.0,12.970646251318556,0.0
2021-04-21 10:30:00-04:00,414.2049865722656,413.9801025390625,414.3399963378906,413.42999267578125,0.0005193273822126088,-0.3175397320517277,-0.19262807726657416,-0.12491165478515354,52.286597364552335,53.36348575913527,36.03662887496113,-1.0,0.0,1.0,0,0.0,17.32685688417414,0.0
2021-04-21 11:30:00-04:00,414.5249938964844,414.20001220703125,414.92999267578125,414.1600036621094,0.0007725820175825682,-0.19930640311633852,-0.059515798664947966,-0.13979060445139055,53.97324857566232,72.03443848920068,53.67641562044415,-1.0,0.0,1.0,0,0.0,18.358022868756528,0.0
2021-04-21 12:30:00-04:00,414.70098876953125,414.5201110839844,414.94000244140625,414.3609924316406,0.0004245699912870382,-0.09036267800240694,0.039542341159186895,-0.12990501916159383,54.917138071157545,80.1834162142435,68.52711348752648,1.0,0.0,1.0,0,2.0,11.656302726717016,0.0
2021-04-21 13:30:00-04:00,414.94500732421875,414.7099914550781,415.260009765625,414.7049865722656,0.000588420479564089,0.015487734104738138,0.11631420261306559,-0.10082646850832745,56.2566015219816,87.02456825657896,79.74747432000771,1.0,0.0,1.0,0,0.0,7.277093936571248,0.0
2021-04-21 14:30:00-04:00,415.1300048828125,414.94500732421875,415.239990234375,414.760009765625,0.0004458363284973732,0.11300011026901302,0.17106126302187238,-0.058061152752859356,57.29257958683143,91.27025938870615,86.15941461984288,1.0,0.0,1.0,0,0.0,5.110844768863274,0.0
2021-04-21 15:30:00-04:00,416.0799865722656,415.135009765625,416.2900085449219,415.135009765625,0.002288395630957396,0.26389296015162245,0.25756329032358544,0.006329669828037003,62.2382389408908,94.52632698609693,90.94038487712736,1.0,0.0,1.0,0,0.0,3.5859421089695758,0.0
2021-04-22 09:30:00-04:00,415.3299865722656,415.7099914550781,415.760009765625,414.5350036621094,-0.0018025380316381012,0.31927746692394976,0.2503582376767302,0.06891922924721955,56.65963716295218,91.68402815401333,92.49353817627214,1.0,0.0,-1.0,0,0.0,-0.8095100222588059,-2.0
2021-04-22 10:30:00-04:00,415.8900146484375,415.3299865722656,416.2598876953125,415.2900085449219,0.001348393071239018,0.40370600147531377,0.2678294177824754,0.1358765836928384,59.57348951157169,90.81851181616679,92.34295565209236,1.0,0.0,-1.0,0,0.0,-1.5244438359255668,0.0
2021-04-22 11:30:00-04:00,416.3599853515625,415.8800048828125,416.45001220703125,415.7099914550781,0.0011300360349413285,0.5027436159574563,0.2934936258116943,0.209249990145762,61.8891219374701,91.5346110891918,91.34571701979064,1.0,0.0,1.0,0,0.0,0.18889406940115805,2.0
2021-04-22 12:30:00-04:00,414.70001220703125,416.3599853515625,416.7799987792969,413.1499938964844,-0.0039868700233756105,0.44218840647562274,0.1863507330638886,0.25583767341173413,50.817073501924185,85.94797777052247,89.43370022529369,1.0,0.0,-1.0,0,0.0,-3.4857224547712207,-2.0
2021-04-22 13:30:00-04:00,413.0790100097656,414.69000244140625,414.760009765625,411.1300048828125,-0.003908854954304597,0.26039496557291386,0.0036458337289437814,0.2567491318439701,42.77027816482386,68.35719207655686,81.9465936454237,1.0,0.0,-1.0,0,0.0,-13.589401568866847,0.0
2021-04-22 14:30:00-04:00,412.17498779296875,413.0799865722656,413.45001220703125,411.7598876953125,-0.0021884971031945755,0.04288101064167904,-0.17109449696183285,0.2139755076035119,39.05594669852278,41.701053085752676,65.33540764427732,-1.0,0.0,-1.0,0,-2.0,-23.63435455852465,0.0
2021-04-22 15:30:00-04:00,412.32000732421875,412.1700134277344,413.04998779296875,412.05999755859375,0.00035183971746199916,-0.11645606848554735,-0.2643452608712474,0.14788919238570003,39.95675997614207,26.58917558603045,45.54914024944666,-1.0,0.0,-1.0,0,0.0,-18.95996466341621,0.0
2021-04-23 09:30:00-04:00,414.3500061035156,412.8699951171875,414.4700012207031,412.7900085449219,0.004923357448673782,-0.07802845214854415,-0.18073411562739533,0.1027056634788512,50.89779487024316,32.18284640189264,33.49102502455859,-1.0,0.0,-1.0,0,0.0,-1.3081786226659489,0.0
2021-04-23 10:30:00-04:00,416.1499938964844,414.3487854003906,416.3399963378906,414.2330017089844,0.004344123968756719,0.09655663760753441,-0.004919220697053431,0.10147585830458784,58.175343741195285,55.63423517825347,38.135419055392184,-1.0,0.0,1.0,0,0.0,17.498816122861285,2.0
2021-04-23 11:30:00-04:00,416.4150085449219,416.1549987792969,416.54998779296875,416.0150146484375,0.0006368248283656897,0.2533802367207727,0.12152350273294787,0.13185673398782483,59.135658584486215,79.7935605139922,55.87021403137944,1.0,0.0,1.0,0,2.0,23.923346482612764,0.0
2021-04-23 12:30:00-04:00,417.0450134277344,416.4150085449219,417.2799987792969,416.3999938964844,0.0015129254947219284,0.4236170046068537,0.2334082164952231,0.1902087881116306,61.40436436732642,92.85618137029435,76.09465902084668,1.0,0.0,1.0,0,0.0,16.761522349447674,0.0
2021-04-23 13:30:00-04:00,417.0150146484375,417.04998779296875,417.3800048828125,416.75,-7.193175396180695e-05,0.5497727804755641,0.2876511938911468,0.2621215865844173,61.23004621578765,94.62641376859824,89.09205188429495,1.0,0.0,1.0,0,0.0,5.534361884303294,0.0
2021-04-23 14:30:00-04:00,417.7850036621094,417.0150146484375,417.8599853515625,416.92999267578125,0.0018464299524587613,0.7037711839650456,0.3533196779045026,0.350451506060543,64.05099906015994,96.40836939897237,94.63032151262166,1.0,0.0,1.0,0,0.0,1.7780478863507057,0.0
2021-04-23 15:30:00-04:00,416.7200012207031,417.7799987792969,418.25,416.6400146484375,-0.00254916388111337,0.7314475596469947,0.3047968428691613,0.4266507167778334,57.78791388207056,90.51908345912322,93.8512888755646,1.0,0.0,-1.0,0,0.0,-3.332205416441383,-2.0
2021-04-26 09:30:00-04:00,417.8179931640625,417.44000244140625,418.1700134277344,417.20001220703125,0.002634843396388531,0.832384845937554,0.3245873033277764,0.5077975426097776,61.921916310839535,90.44319274188108,92.45688186665889,1.0,0.0,-1.0,0,0.0,-2.0136891247778124,0.0
2021-04-26 10:30:00-04:00,417.9200134277344,417.8299865722656,418.1499938964844,417.6199951171875,0.0002441739354002159,0.9101192668178442,0.3218573793664532,0.588261887451391,62.2914429883125,89.26969213800356,90.07732277966927,1.0,0.0,-1.0,0,0.0,-0.8076306416657104,0.0
2021-04-26 11:30:00-04:00,417.4100036621094,417.9100036621094,417.9549865722656,417.2799987792969,-0.0012203525776187663,0.9199660338757099,0.26536331713945516,0.6546027167362547,59.19859316513203,92.50004286179643,90.73764258056035,1.0,0.0,1.0,0,0.0,1.7624002812360828,2.0
2021-04-26 12:30:00-04:00,417.3999938964844,417.4010925292969,417.80999755859375,417.3009948730469,-2.398065579933828e-05,0.9163982941831819,0.20943646195754173,0.7069618322256401,59.13653250406031,90.54311610974906,90.77095036984969,1.0,0.0,-1.0,0,0.0,-0.22783426010062158,-2.0
2021-04-26 13:30:00-04:00,417.9200134277344,417.40008544921875,417.95001220703125,417.2950134277344,0.0012458541898756614,0.9446428106585358,0.19014478274631652,0.7544980279122193,61.4004848986998,90.39318116511554,91.14544671222035,1.0,0.0,-1.0,0,0.0,-0.7522655471048125,0.0
2021-04-26 14:30:00-04:00,417.29998779296875,417.91900634765625,418.2200012207031,417.17999267578125,-0.0014835988104044961,0.9065458107002087,0.12163822623039144,0.7849075844698172,57.322620468003294,89.20990913272344,90.048735469196,1.0,0.0,-1.0,0,0.0,-0.8388263364725645,0.0
2021-04-26 15:30:00-04:00,417.6400146484375,417.30499267578125,417.93499755859375,416.9700012207031,0.0008148259415656778,0.8934913768590604,0.08686703391139461,0.8066243429476658,58.93340672794311,89.46537106206476,89.68948711996791,1.0,0.0,-1.0,0,0.0,-0.22411605790314582,0.0
2021-04-27 09:30:00-04:00,417.2200012207031,417.92999267578125,417.989990234375,416.29998779296875,-0.0010056829159148517,0.8395759615020779,0.02636129484352956,0.8132146666585484,56.11592606060096,82.61318596870791,87.09615538783203,1.0,0.0,-1.0,0,0.0,-4.482969419124117,0.0
2021-04-27 10:30:00-04:00,417.19500732421875,417.2300109863281,417.3900146484375,416.5299987792969,-5.9905796489290175e-05,0.7857729068846311,-0.021953407819133908,0.807726314703765,55.9445254095774,71.99450745957499,81.35768816344923,-1.0,0.0,-1.0,0,-2.0,-9.363180703874235,0.0
2021-04-27 11:30:00-04:00,417.6700134277344,417.19000244140625,417.7349853515625,417.1499938964844,0.0011385709204962957,0.7725570642951425,-0.028135400326897986,0.8006924646220405,58.536564364361595,65.80423926553829,73.47064423127374,-1.0,0.0,-1.0,0,0.0,-7.6664049657354525,0.0
2021-04-27 12:30:00-04:00,417.3450012207031,417.6700134277344,417.67999267578125,416.9800109863281,-0.000778155473417752,0.7274718028531311,-0.05857652941512759,0.7860483322682587,56.1042346334789,58.88127355817108,65.56000676109478,-1.0,0.0,-1.0,0,0.0,-6.678733202923702,0.0
2021-04-27 13:30:00-04:00,417.5498962402344,417.3399963378906,417.5799865722656,417.07000732421875,0.0004909487808215651,0.700203217208923,-0.0686760920474686,0.7688793092563916,57.308583198829815,62.64828320135215,62.44459867502051,-1.0,0.0,1.0,0,0.0,0.20368452633164225,2.0
2021-04-27 14:30:00-04:00,417.8410949707031,417.54901123046875,417.95001220703125,417.2850036621094,0.0006973986416731748,0.6940889452206989,-0.05983229122855427,0.7539212364492531,59.029057869656555,65.57273571421119,62.36743082457814,-1.0,0.0,1.0,0,0.0,3.205304889633048,0.0
2021-04-27 15:30:00-04:00,417.4800109863281,417.8550109863281,418.1400146484375,417.260009765625,-0.0008641658006384167,0.6525842952488006,-0.081069552960362,0.7336538482091626,56.014579134249026,68.19574064187795,65.47225318581377,-1.0,0.0,1.0,0,0.0,2.723487456064177,0.0
2021-04-28 09:30:00-04:00,418.1549987792969,417.80999755859375,418.45001220703125,417.32000732421875,0.0016168146383201965,0.6664747290944888,-0.053743295291739046,0.7202180243862278,60.11499923415489,75.58945170653084,69.78597602087332,-1.0,0.0,1.0,0,0.0,5.803475685657517,0.0
2021-04-28 10:30:00-04:00,417.9200134277344,418.1554870605469,418.2300109863281,417.7099914550781,-0.0005619575330881865,0.6510171238166436,-0.05536072045566742,0.706377844272311,58.08492197145033,74.36229547953599,72.71582927598159,-1.0,0.0,1.0,0,0.0,1.6464662035543967,0.0
2021-04-28 11:30:00-04:00,417.614990234375,417.918212890625,417.92999267578125,417.1199951171875,-0.0007298602209968585,0.6071551313357872,-0.07937817034921912,0.6865333016850064,55.46651379734989,74.2633282234713,74.73835846984605,-1.0,0.0,-1.0,0,0.0,-0.4750302463747431,-2.0
