Date,Close,Open,High,Volume,Low,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,hist_adj,Signal,Entry/Exit,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Period Returns,Portfolio Cumulative Returns,value
2021-04-22 11:30:00-04:00,416.3599853515625,415.8800048828125,416.4500122070313,6603046,415.7099914550781,0.49616597682228303,0.297166197844151,0.19899977897813204,0.02528904844078228,1.0,0.0,1.0,0.0,416.3599853515625,99586.58499145508,100002.94497680664,4.699590716139568e-06,2.9449768066625026e-05,0.0
2021-04-22 12:30:00-04:00,414.7000122070313,416.3599853515625,416.7799987792969,18778486,413.1499938964844,0.43611114055113376,0.18968908925840136,0.2464220512927324,-0.10747710858574963,0.0,-1.0,0.0,-1.0,0.0,100001.28500366211,100001.28500366211,-1.6599242601444963e-05,1.28500366214368e-05,-414.7000122070313
2021-04-22 13:30:00-04:00,413.0790100097656,414.6900024414063,414.760009765625,20649940,411.1300048828125,0.254778986533438,0.00668554819256445,0.24809343834087355,-0.1830035410658369,0.0,0.0,0.0,0.0,0.0,100001.28500366211,100001.28500366211,0.0,1.28500366214368e-05,0.0
2021-04-22 14:30:00-04:00,412.1749877929688,413.0799865722656,413.4500122070313,12389679,411.7598876953125,0.037690438467052445,-0.1683223998990569,0.20601283836610934,-0.17500794809162135,0.0,0.0,0.0,0.0,0.0,100001.28500366211,100001.28500366211,0.0,1.28500366214368e-05,0.0
2021-04-22 15:30:00-04:00,412.3200073242188,412.1700134277344,413.0499877929688,15209581,412.05999755859375,-0.12125419286383021,-0.26181362498395166,0.14055943212012142,-0.09349122508489477,0.0,0.0,0.0,0.0,0.0,100001.28500366211,100001.28500366211,0.0,1.28500366214368e-05,0.0
2021-04-23 09:30:00-04:00,414.3500061035156,412.8699951171875,414.4700012207031,11350793,412.7900085449219,-0.08246442370204932,-0.1784190846577366,0.09595466095568728,0.08339454032621507,1.0,1.0,1.0,1.0,414.3500061035156,99586.9349975586,100001.28500366211,0.0,1.28500366214368e-05,414.3500061035156
2021-04-23 10:30:00-04:00,416.1499938964844,414.3487854003906,416.3399963378906,10841949,414.2330017089844,0.09245495640459467,-0.0027997636408741006,0.09525472004546877,0.1756193210168625,1.0,0.0,1.0,0.0,416.1499938964844,99586.9349975586,100003.08499145508,1.79996466336263e-05,3.084991455115649e-05,0.0
2021-04-23 11:30:00-04:00,416.4150085449219,416.1549987792969,416.5499877929688,5616636,416.0150146484375,0.2495872067178766,0.12346598933792627,0.12612121737995033,0.12626575297880038,1.0,0.0,1.0,0.0,416.4150085449219,99586.9349975586,100003.35000610352,2.6500647301030966e-06,3.350006103564063e-05,0.0
2021-04-23 12:30:00-04:00,417.0450134277344,416.4150085449219,417.2799987792969,6103944,416.3999938964844,0.42010902075787726,0.23519024270234154,0.18491877805553572,0.11172425336441527,1.0,0.0,1.0,0.0,417.0450134277344,99586.9349975586,100003.98001098633,6.2998377832190755e-06,3.980010986381899e-05,0.0
2021-04-23 13:30:00-04:00,417.0150146484375,417.0499877929688,417.3800048828125,5564058,416.75,0.5465281004092049,0.2892874578829353,0.25724064252626955,0.054097215180593766,1.0,0.0,1.0,0.0,417.0150146484375,99586.9349975586,100003.95001220703,-2.999758539345976e-07,3.950012207076803e-05,0.0
2021-04-23 14:30:00-04:00,417.7850036621094,417.0150146484375,417.8599853515625,8217021,416.9299926757813,0.7007697724471313,0.3548233039366894,0.3459464685104419,0.06553584605375412,1.0,0.0,1.0,0.0,417.7850036621094,99586.9349975586,100004.7200012207,7.69958600210785e-06,4.7200012207371245e-05,0.0
2021-04-23 15:30:00-04:00,416.7200012207031,417.7799987792969,418.25,15437244,416.6400146484375,0.7286709472655275,0.30617958300406845,0.42249136426145906,-0.04864372093262098,0.0,-1.0,0.0,-1.0,0.0,100003.6549987793,100003.6549987793,-1.064952175655609e-05,3.654998779323293e-05,-416.7200012207031
2021-04-26 09:30:00-04:00,417.8179931640625,417.4400024414063,418.1700134277344,10450198,417.2000122070313,0.8298160005421096,0.3258597090245203,0.5039562915175892,0.019680126020451882,1.0,1.0,1.0,1.0,417.8179931640625,99585.83700561523,100003.6549987793,0.0,3.654998779323293e-05,417.8179931640625
2021-04-26 10:30:00-04:00,417.9200134277344,417.8299865722656,418.1499938964844,4735508,417.6199951171875,0.9077424764158195,0.32302894791858416,0.5847135284972353,-0.0028307611059361637,0.0,-1.0,0.0,-1.0,0.0,100003.75701904297,100003.75701904297,1.0201653497521335e-06,3.757019043004739e-05,-417.9200134277344
2021-04-26 11:30:00-04:00,417.4100036621094,417.9100036621094,417.9549865722656,4664706,417.2799987792969,0.9177667998406491,0.26644261707473094,0.6513241827659182,-0.05658633084385323,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-26 12:30:00-04:00,417.3999938964844,417.4010925292969,417.80999755859375,2938906,417.3009948730469,0.9143632337579106,0.210431240793594,0.7039319929643166,-0.05601137628113695,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-26 13:30:00-04:00,417.9200134277344,417.4000854492188,417.9500122070313,4423936,417.2950134277344,0.9427595678525904,0.19106205991061898,0.7516975079419714,-0.019369180882975012,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-26 14:30:00-04:00,417.2999877929688,417.91900634765625,418.2200012207031,6411728,417.1799926757813,0.904802974779102,0.12248437346970442,0.7823186013093976,-0.06857768644091455,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-26 15:30:00-04:00,417.6400146484375,417.3049926757813,417.93499755859375,12685430,416.9700012207031,0.8918784077100668,0.08764784512053536,0.8042305625895314,-0.03483652834916906,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-27 09:30:00-04:00,417.2200012207031,417.9299926757813,417.989990234375,13164281,416.2999877929688,0.8380831212388671,0.027082046919468472,0.8110010743193986,-0.06056579820106689,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-27 10:30:00-04:00,417.1950073242188,417.2300109863281,417.3900146484375,4955029,416.5299987792969,0.7843911971189641,-0.02128790176034767,0.8056790988793118,-0.048369948679816144,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-27 11:30:00-04:00,417.6700134277344,417.1900024414063,417.7349853515625,6523883,417.1499938964844,0.7712781685633558,-0.02752074425276474,0.7987989128161206,-0.006232842492417068,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-27 12:30:00-04:00,417.3450012207031,417.6700134277344,417.6799926757813,2902885,416.9800109863281,0.7262880337373758,-0.0580087032629959,0.7842967370003717,-0.030487959010231158,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-27 13:30:00-04:00,417.5498962402344,417.3399963378906,417.5799865722656,5527065,417.0700073242188,0.6991074677395659,-0.06815141540864467,0.7672588831482106,-0.010142712145648769,0.0,0.0,0.0,0.0,0.0,100003.75701904297,100003.75701904297,0.0,3.757019043004739e-05,0.0
2021-04-27 14:30:00-04:00,417.8410949707031,417.5490112304688,417.9500122070313,4509446,417.2850036621094,0.6930746441862539,-0.059347391169565444,0.7524220353558193,0.008804024239079222,1.0,1.0,1.0,1.0,417.8410949707031,99585.91592407227,100003.75701904297,0.0,3.757019043004739e-05,417.8410949707031
2021-04-27 15:30:00-04:00,417.4800109863281,417.8550109863281,418.1400146484375,10319716,417.260009765625,0.6516453660768207,-0.08062133542319894,0.7322667015000196,-0.021273944253633492,0.0,-1.0,0.0,-1.0,0.0,100003.3959350586,100003.3959350586,-3.6107041888611136e-06,3.3959350586254544e-05,-417.4800109863281
2021-04-28 09:30:00-04:00,418.1549987792969,417.80999755859375,418.4500122070313,8453650,417.3200073242188,0.6656055519990787,-0.05332891960075281,0.7189344715998315,0.027292415822446126,1.0,1.0,1.0,1.0,418.1549987792969,99585.2409362793,100003.3959350586,0.0,3.3959350586254544e-05,418.1549987792969
2021-04-28 10:30:00-04:00,417.9200134277344,418.1554870605469,418.2300109863281,4447368,417.7099914550781,0.6502125009360498,-0.05497757653102542,0.7051900774670752,-0.0016486569302726073,0.0,-1.0,0.0,-1.0,0.0,100003.16094970703,100003.16094970703,-2.3497737188238332e-06,3.160949707070593e-05,-417.9200134277344
2021-04-28 11:30:00-04:00,417.614990234375,417.918212890625,417.9299926757813,4661578,417.1199951171875,0.6064102546108074,-0.07902385828501424,0.6854341128958217,-0.02404628175398882,0.0,0.0,0.0,0.0,0.0,100003.16094970703,100003.16094970703,0.0,3.160949707070593e-05,0.0
2021-04-28 12:30:00-04:00,417.7999877929688,417.6155090332031,417.8900146484375,2073937,417.5201110839844,0.5799392371827707,-0.08439590057044088,0.6643351377532116,-0.005372042285426648,0.0,0.0,0.0,0.0,0.0,100003.16094970703,100003.16094970703,0.0,3.160949707070593e-05,0.0
2021-04-28 13:30:00-04:00,417.6799926757813,417.7999877929688,418.2200012207031,6407263,416.8999938964844,0.5430185818474911,-0.09705324472457644,0.6400718265720675,-0.012657344154135552,0.0,0.0,0.0,0.0,0.0,100003.16094970703,100003.16094970703,0.0,3.160949707070593e-05,0.0
2021-04-28 14:30:00-04:00,417.9599914550781,417.67138671875,419.010009765625,9656207,417.1099853515625,0.5302399814934233,-0.08786547606291539,0.6181054575563387,0.009187768661661044,1.0,1.0,1.0,1.0,417.9599914550781,99585.20095825195,100003.16094970703,0.0,3.160949707070593e-05,417.9599914550781
2021-04-28 15:30:00-04:00,417.3500061035156,417.9700012207031,418.1799926757813,10798228,417.0199890136719,0.4655258365729651,-0.12206369678669893,0.587589533359664,-0.034198220723783535,0.0,-1.0,0.0,-1.0,0.0,100002.55096435547,100002.55096435547,-6.099660708414056e-06,2.5509643555077233e-05,-417.3500061035156
2021-04-29 09:30:00-04:00,418.9200134277344,420.3200073242188,420.7200012207031,14785031,418.6700134277344,0.5347614829510121,-0.0422624403269215,0.5770239232779336,0.07980125645977743,1.0,1.0,1.0,1.0,418.9200134277344,99583.63095092773,100002.55096435547,0.0,2.5509643555077233e-05,418.9200134277344
2021-04-29 10:30:00-04:00,418.4599914550781,418.9299926757813,418.9700012207031,10064472,417.5400085449219,0.5462148777880316,-0.02464723639192168,0.5708621141799533,0.017615203934999824,1.0,0.0,1.0,0.0,418.4599914550781,99583.63095092773,100002.09094238281,-4.6001023795705365e-06,2.090942382859673e-05,0.0
2021-04-29 11:30:00-04:00,417.135009765625,418.4800109863281,418.489990234375,11845765,416.4400024414063,0.4432671192818134,-0.10207599591851191,0.5453431152003253,-0.07742875952659023,0.0,-1.0,0.0,-1.0,0.0,100000.76596069336,100000.76596069336,-1.3249539854265358e-05,7.659606934051766e-06,-417.135009765625
2021-04-29 12:30:00-04:00,418.4700012207031,417.135009765625,418.5299987792969,7323023,416.8599853515625,0.46405361123584044,-0.06503160317158796,0.5290852144074284,0.03704439274692395,1.0,1.0,1.0,1.0,418.4700012207031,99582.29595947266,100000.76596069336,0.0,7.659606934051766e-06,418.4700012207031
2021-04-29 13:30:00-04:00,419.2900085449219,418.4649963378906,419.3900146484375,5757193,418.1300048828125,0.5404646537444364,0.009103551469606397,0.53136110227483,0.07413515464119436,1.0,0.0,1.0,0.0,419.2900085449219,99582.29595947266,100001.58596801758,8.200010433334626e-06,1.585968017625561e-05,0.0
2021-04-29 14:30:00-04:00,419.5799865722656,419.2900085449219,420.489990234375,11397081,419.2900085449219,0.6173038641163089,0.068754209473183,0.5485496546431259,0.059650658003576607,1.0,0.0,1.0,0.0,419.5799865722656,99582.29595947266,100001.87594604492,2.8997342846892593e-06,1.8759460449713217e-05,0.0
2021-04-29 15:30:00-04:00,420.0,419.5799865722656,420.2900085449219,11958712,419.510009765625,0.7039760674563809,0.12434113025060389,0.579634937205777,0.05558692077742089,1.0,0.0,1.0,0.0,420.0,99582.29595947266,100002.29595947266,4.200055486514032e-06,2.295959472697895e-05,0.0
2021-04-30 09:30:00-04:00,418.4779968261719,417.4400024414063,418.5400085449219,10530530,417.4100036621094,0.6424457619905297,0.050248659827802133,0.5921971021627276,-0.07409247042280176,0.0,-1.0,0.0,-1.0,0.0,100000.77395629883,100000.77395629883,-1.5219682300560144e-05,7.739562988717807e-06,-418.4779968261719
2021-04-30 10:30:00-04:00,416.9299926757813,418.4750061035156,418.4800109863281,10146346,416.8299865722656,0.4634294279107962,-0.10301413940154514,0.5664435673123414,-0.15326279922934727,0.0,0.0,0.0,0.0,0.0,100000.77395629883,100000.77395629883,0.0,7.739562988717807e-06,0.0
2021-04-30 11:30:00-04:00,417.6799926757813,416.9299926757813,417.8900146484375,7237863,416.7099914550781,0.37772227810000913,-0.15097703136986573,0.5286993094698749,-0.0479628919683206,0.0,0.0,0.0,0.0,0.0,100000.77395629883,100000.77395629883,0.0,7.739562988717807e-06,0.0
2021-04-30 12:30:00-04:00,417.7300109863281,417.6950073242188,417.80999755859375,4288824,417.10009765625,0.31025833902577915,-0.17475277635527664,0.4850111153810558,-0.023775744985410907,0.0,0.0,0.0,0.0,0.0,100000.77395629883,100000.77395629883,0.0,7.739562988717807e-06,0.0
2021-04-30 13:30:00-04:00,417.260009765625,417.7300109863281,417.8999938964844,9436183,416.3800048828125,0.21637329406507888,-0.21491025705278155,0.43128355111786043,-0.04015748069750491,0.0,0.0,0.0,0.0,0.0,100000.77395629883,100000.77395629883,0.0,7.739562988717807e-06,0.0
2021-04-30 14:30:00-04:00,417.4901123046875,417.2699890136719,417.5299987792969,8830691,416.5700073242188,0.15870660048472018,-0.2180615605065122,0.3767681609912324,-0.0031513034537306583,0.0,0.0,0.0,0.0,0.0,100000.77395629883,100000.77395629883,0.0,7.739562988717807e-06,0.0
2021-04-30 15:30:00-04:00,417.2999877929688,417.4750061035156,417.5700073242188,24436460,416.3399963378906,0.09655089260814975,-0.22417381470646613,0.3207247073146159,-0.006112254199953926,0.0,0.0,0.0,0.0,0.0,100000.77395629883,100000.77395629883,0.0,7.739562988717807e-06,0.0
2021-05-03 09:30:00-04:00,419.3500061035156,419.4299926757813,419.8399963378906,12084868,418.6199951171875,0.21028732981284293,-0.0883499020014184,0.29863723181426133,0.13582391270504773,1.0,1.0,1.0,1.0,419.3500061035156,99581.42395019531,100000.77395629883,0.0,7.739562988717807e-06,419.3500061035156
2021-05-03 10:30:00-04:00,418.2300109863281,419.3500061035156,419.739990234375,9180911,418.1700134277344,0.2076562974219769,-0.07278474751382757,0.28044104493580446,0.015565154487590827,1.0,0.0,1.0,0.0,418.2300109863281,99581.42395019531,99999.65396118164,-1.1199864489830347e-05,-3.460388183218477e-06,0.0
2021-05-03 11:30:00-04:00,418.4249877929688,418.2250061035156,418.9599914550781,4893925,418.1400146484375,0.21878219909933705,-0.049327076669173964,0.268109275768511,0.02345767084465361,1.0,0.0,1.0,0.0,418.4249877929688,99581.42395019531,99999.84893798828,1.949774813381211e-06,-1.5106201167736089e-06,0.0
2021-05-03 12:30:00-04:00,418.3450012207031,418.4100036621094,418.7099914550781,4515965,418.1799926757813,0.21862513397519479,-0.03958731343465299,0.2582124474098478,0.00973976323452097,1.0,0.0,1.0,0.0,418.3450012207031,99581.42395019531,99999.76895141602,-7.99866930911719e-07,-2.31048583942961e-06,0.0
2021-05-03 13:30:00-04:00,418.93499755859375,418.3450012207031,418.9800109863281,10434360,418.2850036621094,0.26307585766721786,0.0038907282058960324,0.25918512946132183,0.043478041640549026,1.0,0.0,1.0,0.0,418.93499755859375,99581.42395019531,100000.3589477539,5.899977010725976e-06,3.5894775394229583e-06,0.0
2021-05-03 14:30:00-04:00,418.6000061035156,418.93499755859375,419.2699890136719,8954359,418.4599914550781,0.2681809426884456,0.007196650581698993,0.2609842921067466,0.003305922375802961,1.0,0.0,1.0,0.0,418.6000061035156,99581.42395019531,100000.02395629883,-3.3499025263727944e-06,2.395629885576511e-07,0.0
2021-05-03 15:30:00-04:00,418.1799926757813,418.6099853515625,418.6400146484375,12587099,417.6650085449219,0.2356191154335079,-0.02029214133859103,0.2559112567720989,-0.027488791920290023,0.0,-1.0,0.0,-1.0,0.0,99999.6039428711,99999.6039428711,-4.2001332711816275e-06,-3.960571288819104e-06,-418.1799926757813
2021-05-04 09:30:00-04:00,414.3250122070313,416.3049926757813,416.6000061035156,24096294,413.1499938964844,-0.10009721528399496,-0.2848067776448751,0.18470956236088015,-0.2645146363062841,0.0,0.0,0.0,0.0,0.0,99999.6039428711,99999.6039428711,0.0,-3.960571288819104e-06,0.0
2021-05-04 10:30:00-04:00,412.9180908203125,414.3200073242188,414.5,14565979,411.9649963378906,-0.4742151666068253,-0.5271397831741643,0.05292461656733907,-0.2423330055292892,0.0,0.0,0.0,0.0,0.0,99999.6039428711,99999.6039428711,0.0,-3.960571288819104e-06,0.0
2021-05-04 11:30:00-04:00,413.4700012207031,412.9180908203125,413.510009765625,11991338,411.6700134277344,-0.7178963197019925,-0.6166567490154653,-0.10123957068652725,-0.08951696584130098,0.0,0.0,0.0,0.0,0.0,99999.6039428711,99999.6039428711,0.0,-3.960571288819104e-06,0.0
2021-05-04 12:30:00-04:00,413.6900024414063,413.4700012207031,413.9299926757813,6524179,412.5899963378906,-0.8830834924730766,-0.6254751374292394,-0.25760835504383717,-0.008818388413774136,0.0,0.0,0.0,0.0,0.0,99999.6039428711,99999.6039428711,0.0,-3.960571288819104e-06,0.0
2021-05-04 13:30:00-04:00,413.7550048828125,413.6830139160156,414.2799987792969,8407935,413.1900024414063,-0.997254632595002,-0.5917170220409318,-0.40553761055407017,0.03375811538830764,1.0,1.0,1.0,1.0,413.7550048828125,99585.84893798828,99999.6039428711,0.0,-3.960571288819104e-06,413.7550048828125
2021-05-04 14:30:00-04:00,413.8800048828125,413.7500915527344,414.3999938964844,8887006,413.4809875488281,-1.0653687209230611,-0.5278648882951927,-0.5375038326278684,0.06385213374573906,1.0,0.0,1.0,0.0,413.8800048828125,99585.84893798828,99999.7289428711,1.2500049506591893e-06,-2.7105712888664257e-06,0.0
2021-05-04 15:30:00-04:00,415.6400146484375,413.87298583984375,415.6600036621094,17345170,413.6099853515625,-0.9661938661339491,-0.3429520268048645,-0.6232418393290846,0.18491286149032826,1.0,0.0,1.0,0.0,415.6400146484375,99585.84893798828,100001.48895263672,1.7600145362672848e-05,1.4889526367412032e-05,0.0
2021-05-05 09:30:00-04:00,415.8200073242188,417.260009765625,417.3800048828125,13452641,414.9400024414063,-0.8631236226768806,-0.19190542667823673,-0.6712181959986439,0.15104660012662774,1.0,0.0,1.0,0.0,415.8200073242188,99585.84893798828,100001.6689453125,1.7998999581880781e-06,1.66894531252737e-05,0.0
2021-05-05 10:30:00-04:00,416.6400146484375,415.8150024414063,416.9100036621094,6764497,415.6900024414063,-0.7071207266099009,-0.028722024489005515,-0.6783987021208954,0.16318340218923122,1.0,0.0,1.0,0.0,416.6400146484375,99585.84893798828,100002.48895263672,8.199936389674534e-06,2.4889526367477544e-05,0.0
2021-05-05 11:30:00-04:00,417.18310546875,416.6300048828125,417.6300048828125,5189581,416.6000061035156,-0.533514395289103,0.11590744546543386,-0.6494218407545369,0.14462946995443937,1.0,0.0,1.0,0.0,417.18310546875,99585.84893798828,100003.03204345703,5.430773033721081e-06,3.032043457062983e-05,0.0
2021-05-05 12:30:00-04:00,416.7999877929688,417.18499755859375,417.3001098632813,5786292,416.3299865722656,-0.421980196507036,0.18195331539800086,-0.6039335119050369,0.066045869932567,1.0,0.0,1.0,0.0,416.7999877929688,99585.84893798828,100002.64892578125,-3.8310605984248625e-06,2.6489257812789546e-05,0.0
2021-05-05 13:30:00-04:00,417.0150146484375,416.80999755859375,417.1289978027344,0,416.4400024414063,-0.31263382213603563,0.23303975181520098,-0.5456735739512366,0.05108643641720012,1.0,0.0,1.0,0.0,417.0150146484375,99585.84893798828,100002.86395263672,2.150211597218288e-06,2.8639526367557622e-05,0.0
2021-05-05 14:30:00-04:00,415.60009765625,417.0150146484375,417.2298889160156,8694015,415.1499938964844,-0.33627167837727256,0.16752151645917124,-0.5037931948364438,-0.06551823535602974,0.0,-1.0,0.0,-1.0,0.0,100001.44903564453,100001.44903564453,-1.414876470795523e-05,1.4490356445628905e-05,-415.60009765625
2021-05-05 15:30:00-04:00,415.7300109863281,415.605712890625,416.1400146484375,8949756,415.2900085449219,-0.3405957539061433,0.13055795274424042,-0.4711537066503837,-0.036963563714930814,0.0,0.0,0.0,0.0,0.0,100001.44903564453,100001.44903564453,0.0,1.4490356445628905e-05,0.0
2021-05-06 09:30:00-04:00,414.30999755859375,415.75,416.30999755859375,14511670,413.6749877929688,-0.45337955371070393,0.014219322351743835,-0.46759887606244777,-0.11633863039249659,0.0,0.0,0.0,0.0,0.0,100001.44903564453,100001.44903564453,0.0,1.4490356445628905e-05,0.0
2021-05-06 10:30:00-04:00,416.0700073242188,414.2999877929688,416.1000061035156,7694413,414.1900024414063,-0.39617657164205866,0.057137843536311295,-0.45331441517836996,0.04291852118456746,1.0,1.0,1.0,1.0,416.0700073242188,99585.37902832031,100001.44903564453,0.0,1.4490356445628905e-05,416.0700073242188
2021-05-06 11:30:00-04:00,417.5199890136719,416.0799865722656,417.5799865722656,9392394,415.9599914550781,-0.23117653272424832,0.1777103059632973,-0.4088868386875456,0.120572462426986,1.0,0.0,1.0,0.0,417.5199890136719,99585.37902832031,100002.89901733398,1.4499606790119302e-05,2.8990173340126546e-05,0.0
2021-05-06 12:30:00-04:00,416.7000122070313,417.5249938964844,417.5700073242188,5991289,416.4100036621094,-0.16467976278875085,0.19536566071903583,-0.3600454235077867,0.01765535475573854,1.0,0.0,1.0,0.0,416.7000122070313,99585.37902832031,100002.07904052734,-8.199530360575302e-06,2.0790405273807266e-05,0.0
