Date,Close,Open,High,Low,STOCHk_14_3_3,STOCHd_14_3_3,stoch_diff,Stoch_Signal,Stoch_Entry/Exit,side,cost/proceeds,trade_volume,shares,value
2021-04-21 13:30:00-04:00,414.94500732421875,414.7099914550781,415.260009765625,414.7049865722656,87.02456825657895,79.72740798963787,7.297160266941077,1.0,0.0,hold,,,100.0,
2021-04-21 14:30:00-04:00,415.1300048828125,414.94500732421875,415.239990234375,414.760009765625,91.27025938870615,86.15941461984288,5.110844768863274,1.0,0.0,hold,,,100.0,
2021-04-21 15:30:00-04:00,416.0799865722656,415.135009765625,416.2900085449219,415.135009765625,94.52632698609692,90.94038487712733,3.58594210896959,1.0,0.0,hold,,,100.0,
2021-04-22 09:30:00-04:00,415.3299865722656,415.7699890136719,415.7699890136719,414.5350036621094,91.68402815401332,92.49353817627212,-0.8095100222588059,-1.0,-2.0,sell_short,41532.99865722656,100.0,0.0,41532.99865722656
2021-04-22 10:30:00-04:00,415.8900146484375,415.3299865722656,416.2598876953125,415.2900085449219,90.81851181616679,92.34295565209233,-1.5244438359255383,-1.0,0.0,hold,,,0.0,
2021-04-22 11:30:00-04:00,416.3599853515625,415.8800048828125,416.45001220703125,415.7099914550781,91.53461108919178,91.34571701979064,0.18889406940114384,1.0,2.0,go long,-41635.99853515625,100.0,100.0,41635.99853515625
2021-04-22 12:30:00-04:00,414.70001220703125,416.3599853515625,416.7799987792969,413.1499938964844,85.94797777052247,89.43370022529366,-3.4857224547711922,-1.0,-2.0,sell_short,41470.001220703125,100.0,0.0,41470.001220703125
2021-04-22 13:30:00-04:00,413.0790100097656,414.69000244140625,414.760009765625,411.1300048828125,68.35719207655684,81.9465936454237,-13.589401568866862,-1.0,0.0,hold,,,0.0,
2021-04-22 14:30:00-04:00,412.17498779296875,413.0799865722656,413.45001220703125,411.7598876953125,41.701053085752676,65.33540764427732,-23.63435455852465,-1.0,0.0,hold,,,0.0,
2021-04-22 15:30:00-04:00,412.32000732421875,412.364990234375,413.04998779296875,412.05999755859375,26.589175586030446,45.54914024944665,-18.959964663416205,-1.0,0.0,hold,,,0.0,
2021-04-23 09:30:00-04:00,414.3500061035156,413.0400085449219,414.4700012207031,412.94000244140625,32.18284640189263,33.49102502455859,-1.308178622665956,-1.0,0.0,hold,,,0.0,
2021-04-23 10:30:00-04:00,416.1499938964844,414.3487854003906,416.3399963378906,414.2330017089844,55.634235178253455,38.135419055392184,17.49881612286127,1.0,2.0,go long,-41614.99938964844,100.0,100.0,41614.99938964844
2021-04-23 11:30:00-04:00,416.4150085449219,416.1549987792969,416.54998779296875,416.0150146484375,79.79356051399219,55.870214031379426,23.923346482612764,1.0,0.0,hold,,,100.0,
2021-04-23 12:30:00-04:00,417.0450134277344,416.4150085449219,417.2799987792969,416.3999938964844,92.85618137029435,76.09465902084666,16.761522349447688,1.0,0.0,hold,,,100.0,
2021-04-23 13:30:00-04:00,417.0150146484375,417.04998779296875,417.3599853515625,416.75,94.72727241494592,89.12567143307747,5.601600981868444,1.0,0.0,hold,,,100.0,
2021-04-23 14:30:00-04:00,417.7850036621094,417.0150146484375,417.8599853515625,416.92999267578125,96.50922804532006,94.69756061018677,1.8116674351332875,1.0,0.0,hold,,,100.0,
2021-04-23 15:30:00-04:00,416.7200012207031,417.7799987792969,418.25,416.6400146484375,90.6199421054709,93.9521475219123,-3.332205416441397,-1.0,-2.0,sell_short,41672.00012207031,100.0,0.0,41672.00012207031
2021-04-26 09:30:00-04:00,417.8179931640625,417.44000244140625,418.1700134277344,417.20001220703125,90.44319274188105,92.524120964224,-2.0809282223429477,-1.0,0.0,hold,,,0.0,
2021-04-26 10:30:00-04:00,417.9200134277344,417.8299865722656,418.1499938964844,417.6199951171875,89.26969213800356,90.11094232845183,-0.8412501904482639,-1.0,0.0,hold,,,0.0,
2021-04-26 11:30:00-04:00,417.4100036621094,417.9100036621094,417.9549865722656,417.2799987792969,92.50004286179642,90.73764258056035,1.7624002812360686,1.0,2.0,go long,-41741.00036621094,100.0,100.0,41741.00036621094
